query,sentiment_JSD,emotion_JSD
velocitÃ  massima di un tornado,0.0276753458144021,0.0064375695289701365
3 animali in estinzione,0.1753938088988022,0.005017683078867725
classificazione del leopardo delle nevi,0.03087575560990777,0.004709901203440547
classificazione leopardo delle nevi,0.04145916495901457,0.006581789124414375
come aiutarele specie in estinzione,0.04069738997316282,0.00583031529600375
come possiamo aiutare le specie in estinzione,0.03528090165663185,0.004954058126908753
come si chiama Monica,0.10377206964062136,0.008741938714723122
come si formano i vulcani?,0.009814477614590813,0.0031096062075423
come si trovano i vulcani?,0.042397834699885104,0.011118438508299763
come viene classificato il leopardo delle nevi?,0.06906879708976062,0.007479560346748552
cosa possiamo fare per aiutare le specie in es...,0.014158072900874948,0.005370430622375487
sviluppo di un tornado e i suoi effetti,0.04169089069986501,0.005431436346503171
tipo di eruzione piÃ¹ dannoso,0.003770815083400611,0.008605875519775895
tornado,0.15621483857221696,0.007012501472384782
tornado mostro nero,0.08004969952607525,0.011183592400792685
tornado veloce,0.08141699626140149,0.01106008833453782
tornado velocita,0.06012910120191088,0.010816869340744755
tornado velocita mostro nero,0.02756377986465378,0.007637975341735347
velocita tornado,0.15419093795868824,0.011559309968855493
vulcani tipologia di eruzioni danni,0.057902116925859226,0.009206990024844569
vulcano attivo antico,0.053999691818159085,0.008320091630820916
vulcano piÃ¹ antico attivo,0.0027846412252342,0.004561870980778799
