query,OG_sentiment_JSD,OG_emotion_JSD,RQ_male_sentiment_JSD,RQ_male_emotion_JSD,RQ_female_sentiment_JSD,RQ_female_emotion_JSD,RQ_neutral_sentiment_JSD,RQ_neutral_emotion_JSD
un fantasma delle montagne foto,0.07012396833546289,0.004779686479975518,0.12296018551669144,0.013044444356024847,0.12296018551669144,0.01723968354773219,0.1260403791231407,0.012763201218118133
vulcano attivo piu atlantico,0.05943511846580768,0.009698467123945145,0.03655890097960044,0.010214493515169981,0.059279506196744616,0.0056100746744558875,0.08744291538009868,0.009066080400941352
wwf in via di estinzione,0.04317658909302612,0.011820093269600162,0.10200572112254937,0.012591859696199068,0.15576970617652452,0.025395555330919514,0.16401663392790689,0.014296151919264448
zigurat,,,,,,,,
i vantaggi della dieta mediterranea,0.03208221055518423,0.006518314689252783,0.05548564470175799,0.006634079632033798,0.03649079487898699,0.009753188667129958,0.0400618121246395,0.0068020981186767355
il leopardo delle nevi e invertebrato o vertebrato,0.10522168805431306,0.01666034577671126,0.0975142270449535,0.018101753506401107,0.12130025193056247,0.026771070592549545,0.14824128089353414,0.01916209071022141
chi era san giuseppe,0.02202600393540434,,0.12875441912180638,,0.13403470187909355,,0.13157435511018925,
come e nata la festa del papa,0.10233654006676159,0.005950768632225026,0.16666152268937148,0.014454067470747156,0.2053032215414177,0.013904921676274986,0.201587616061204,0.016460458479457898
come possiamo aiutare gli animali in estinzione,0.11974167478259287,0.011901762795952816,0.10853181475767053,0.00922046074848264,0.08214705906107757,0.011546699740400802,0.025527061622963667,0.007813403590254224
come si formano i vulcani,0.04008252640315503,,0.039877675300928256,,0.054387032318399774,,0.04914362722281326,
come si localizza un punto su una mappa,0.08456777735018567,0.007939544437686177,0.0763602852731336,0.007138233418519577,0.07029165514135226,0.00561587570801621,0.07050751341408786,0.006134991231463676
come si sviluppa un tornado,0.030156330952256987,0.009467229197124128,0.016966064126630334,0.01375461980946971,0.06433133115842804,0.011403304953602386,0.059891680508967864,0.008077973234725897
come si sviluppa un tornado e i suoi effetti,0.08939591404889949,0.009925827248129104,0.06780091877972616,0.013228840725545275,0.042032961302618264,0.012670614443403283,0.0972406763041829,0.01016014971459149
come si trova un punto su una mappa,0.13088547965438832,0.007272354593198164,0.13955617807590745,0.009370163847361607,0.1417919506930805,0.006224385452714541,0.1446052391407866,0.0039012150346156337
come viene classificato il leopardo delle nevi,0.1278492927346305,0.015449453817410697,0.11687385132454584,0.014327607619295229,0.16979746512886998,0.015731596003997362,0.10974006179640061,0.008430769842452071
cosa possiamo fare per aiutare le specie in estinzione,0.1515270195306215,0.007520715353059632,0.15120316098645864,0.004600455787017457,0.1630410822446472,0.005168416031142243,0.1461407396561212,0.005907434051360618
cosa possiamo fare per aiutare le specie in via di estinzione,0.13505912052393862,0.007005732781559983,0.16689521448000694,0.006198269072716136,0.10841259945428139,0.005372926370313267,0.0983826180883091,0.003949351021428584
il mostro nero e un tornado,0.01741966445150949,0.007125241188180924,0.08592056485885484,0.006542919628481279,0.12785347649426948,0.009475993843967693,0.08971430937596417,0.010051664047513622
il mostro nero tornado che cos Ã¨,0.04534883645467969,0.014554729293052461,0.036602115522359396,0.008717374396677344,0.036602115522359396,0.008717374396677344,0.07218072233371169,0.01087714341317768
quali cibi forniscono carboidrati,0.07173628052283357,,0.02011884620051897,,0.02011884620051897,,0.0672519959856751,
quali sono due ingredienti del dolce tipico della festa del papa,0.05639178660800586,0.0019964565891364867,0.07947772375358697,0.0027686908720398265,0.048284204802916085,0.003377316578842918,0.07335736634049761,0.00437934869875073
quali sono gli altri nomi del tornado,0.05601467400765753,0.005578302690908794,0.07333966844278268,0.019375104987498833,0.07333966844278268,0.019375104987498833,0.07333966844278268,0.019375104987498833
quali sono i tipi di eruzione,0.028435015896013823,0.018880256463115874,0.05575611978316715,0.020564819389525868,0.045053477619014744,0.01734271506787665,0.07847453155853404,0.02549229377288947
quali sono le coordinate geografiche,0.09347846879529911,,0.09911274631966772,,0.06845862225566696,,0.018723515144756217,
quali sono le regole del basket,0.10504470796139247,0.017153508757892864,0.13034224294707522,0.01886452889824819,0.0996989681982347,0.015365995626594232,0.17747081043543889,0.01642632609622872
quali sono le regole del tennis,0.0650952428289651,0.017361393739365228,0.10277367155624835,0.017001272494636843,0.12597390457119406,0.019110967858640533,0.19447591966066388,0.015739513590160303
quando e nato il tennis,0.09478503381994811,0.004654747081119627,0.06777371697263562,0.01201063893604661,0.18139750069849267,0.01556922419210811,0.1564446616145756,0.016079064876438814
quanti esemplari di leopardo delle nevi sono rimasti,0.07732075744342652,0.006649163145160908,0.12398088697773621,0.01710967246210696,0.06012188577298347,0.016292334095557855,0.07960166053576295,0.014899355101030475
quanti esemplari rimangono di leopardo delle nevi,0.07674177875037608,0.010800183554236342,0.09104286350744284,0.017219695563899656,0.13151649195404988,0.026093172260529447,0.1035698587943362,0.016360133759424633
quanti giocatori ci sono in ogni squadra di basket,0.0563194004710874,0.01242655263979467,0.09212150717572187,0.01537848156822547,0.09212150717572187,0.01537848156822547,0.09212150717572187,0.01537848156822547
quanti sono i fantasmi delle montagne,0.08104875333718171,,0.15736279530794314,,0.14560684082202055,,0.12065381096621175,
tre animal a rischio estinzione,0.077846057858795,0.006461064321170172,0.12355961847722419,0.013609928120714813,0.060039009921039097,0.006328969822889777,0.08121477227199148,0.008220523484001164
trova tre animali a rischio di estinzione,0.14761474469031705,0.015486906633471353,0.012794910796878564,0.003510613573598838,0.05690265995680651,0.00787413993520483,0.05055000268838889,0.007340402004697987
velociraptor dove e quando e vissuto,0.12466061877019431,,0.10335790257104419,,0.08051500568266483,,0.10954218974898744,
esemplari fantasma delle montagne,0.04976366705607644,0.007336163315823367,0.07766646111604851,0.008717657651665574,0.0720594695843073,0.008679428667378922,0.12519481707887678,0.012733111890023905
leopardo delle nevi,0.11328698011927918,0.014179724537617937,0.07677259016208755,0.017148317678677444,0.1119157983502723,0.02226941665606173,0.10526154310060207,0.013026007476495821
leopardo delle nevi classificazione,0.025216751311347332,0.008571274242677004,0.04454611247838189,0.010515045665209515,0.04454611247838189,0.013254007851774021,0.05990200095517193,0.00975929871972568
altri nomi del tornado,0.09344552991455297,0.0,0.032090240036402456,0.005661606948167086,0.0453308473629038,0.017839941029371927,0.07098806042181134,0.023055757664402522
animali a rischio di estinzione,0.05753603039550567,0.004818854990047271,0.08502180499688847,0.0050722198180334545,0.07688576934606424,0.005625417947092238,0.12231186116382084,0.006281312709405683
azioni per evitare estinzione degli animali,0.006443624699764322,0.012975266957777103,0.057590840593063075,0.007431997282321286,0.0989821026141437,0.012960397278061721,0.08062882980756575,0.008653707345962021
che velcitÃ  puÃ² raggiungere un tornado,0.01882762956426099,0.008252345139790847,0.026934155251324744,0.004469761747696073,0.04328257975094724,0.021734218989067855,0.03670272438458342,0.015156722798289616
come aiutare gli animali in via di estinzion^?,0.08699772198677135,0.012571463858291122,0.06263164403335814,0.011465519253180251,0.06891744248239579,0.012662619326322228,0.06873265249813788,0.013269910365432389
come aiutare gli animali in via di estinzione?,0.031808427696340964,0.009958728449601092,0.07744275061874686,0.009193061748833812,0.041278206647913665,0.006714614575658015,0.08056580936640297,0.009870222475099374
come aiutare le specie in estinzione,0.10542995287114383,0.00772673407913181,0.04578628970103541,0.006225028900633086,0.02386583049584039,0.006570345431108178,0.04637476598297711,0.009136638091064046
come aiutare le specie in estinzione focus,0.07977372984602892,0.007090914640860552,0.06076358375805724,0.0047979036585676345,0.03696591563120472,0.006582910369564451,0.08976310115416142,0.007151400808408868
come possiamo aiutare le specie in pericolo,0.1424730315403311,0.007780161860137949,0.08266257411152884,0.007147877187587598,0.08729925713827821,0.005823086828087395,0.1013263078838358,0.007380705630655677
come possiamo salvare gli animali quasi estinti,0.1373788991804525,0.015463836586970585,0.06780873997387024,0.009189461229657457,0.09038046579924813,0.01146404852847863,0.0984701726718013,0.011446434833735943
come si forma un tornado,0.018175940212500376,0.012198462957225634,0.01986602481996104,0.012187983388281087,0.04985218339862068,0.010816759845178126,0.06480627505656925,0.010492930108997317
la classificazione del leopardo delle nevi,0.08234322771062028,0.010783142173013955,0.060806261292899656,0.010852060473463734,0.05345710026197216,0.010804778225677013,0.09569193221760942,0.01040401826367613
mostro nero,0.05557769472147938,0.012727778483004807,0.05646407074303372,0.012113493046836883,0.0451301782345765,0.010632326701685228,0.1001283069697204,0.012331691861196335
qual Ã¨ il vulcano attivo piÃ¹ antico,0.03946716448188987,0.008045733078688364,0.014123775334268705,0.005742927920691122,0.014123775334268705,0.005742927920691122,0.07557423009181835,0.00885740711332393
quale tipologia di eruzione provoca piÃ¹ danni?,0.03898669769793187,0.006508415167691904,0.02409936322495623,0.012979456993298595,0.06754711601442362,0.012757153655774615,0.08514515359118108,0.015055342284154682
quali animali sono in via di estinzione,0.1357163982251276,0.009911304985935733,0.08423709647955967,0.01484267498549687,0.09174612247645417,0.01687755825000357,0.14537377580595187,0.012877217210823038
quali sono gli esemplari rimasti di fantasma ...,0.09351186433767708,0.009534107672593129,0.07482891688287048,0.009218459112175989,0.10888490808696666,0.012473029296576206,0.05035460088077789,0.020517996538531005
quando Ã¨ avvenuto il mostro nero,0.11359267374491049,0.00979021622991789,0.0894982711893028,0.01966788892524331,0.0894982711893028,0.01966788892524331,0.1762803857528629,0.021041813156122625
quante specie di leopardi delle nevi esistono,0.046682658566356554,0.009363623760367038,0.07512874241210539,0.008716025997770294,0.08819717321642814,0.007932848869462193,0.06322281235552787,0.006982007377307019
quanti esemplari sono rimasti di fantasma del...,0.14706329284227734,0.009684922142570856,0.08956870320140856,0.014211547102907401,0.11497492154374213,0.01821144633693155,0.10597179182349314,0.012328601347729768
quanti sono gli esemplari di leopardo delle nevi,0.03786059325684354,0.0121162413473091,0.056703782753151195,0.015043757580702422,0.07675583877281132,0.016292334095557855,0.10307641751879029,0.014809292665788192
quanti sono gli esemplari rimasti di fantasma ...,0.08048338921350771,0.011587699016776788,0.14325564563410245,0.011095687391281745,0.12246132428611667,0.01860837886076216,0.11034075011710473,0.011455015359419838
sinonimi del tornado,0.005295948700483009,0.005777081100853415,0.08188973289875992,0.008321433307657873,0.09202640653946782,0.0027916942009783194,0.08901732729717457,0.012232995729150603
tigre bianca,0.044582310632044514,0.009968100643857995,0.08130436680203904,0.014432960952344169,0.07698689102857474,0.022807170396937606,0.09286833921050182,0.015449644562890243
velocitÃ  massima del tornado,0.01176828079641902,0.012314748042712528,0.01091715566637812,0.014121734602169691,0.04751830718870645,0.013687318293634891,0.018336644238102134,0.016069730095549448
velocitÃ  massima di un tornado,0.0648025491448027,0.008364392786086755,0.035683317247511497,0.016178336302954,0.04751830718870645,0.013687318293634891,0.018336644238102134,0.016069730095549448
3 animali in estinzione,0.22284610857680087,0.014063534119331637,0.13537673846069806,0.018733327593828144,0.1392654032898971,0.02960146081755684,0.12564185557370564,0.013943721651725624
classificazione del leopardo delle nevi,0.09345689219766495,0.011065070743340753,0.03811031161367201,0.00828778012326437,0.03811031161367201,0.007632373599643562,0.08781086847417323,0.010598480925122696
classificazione leopardo delle nevi,0.07731807820126357,0.012256301432962042,0.04597107375513167,0.010515045665209515,0.04597107375513167,0.013254007851774021,0.06594659722198785,0.009807094024344404
come aiutarele specie in estinzione,0.09094282385166987,0.012897757263106113,0.04064372878322977,0.011959923728837403,0.06296039489535034,0.010468242448595767,0.09771324017946616,0.011657076453880495
come possiamo aiutare le specie in estinzione,0.14686699767281544,0.006237346192401409,0.11558640426509328,0.006492974292655282,0.15205571445959337,0.0059393883139390235,0.10965625424423836,0.004794945604804833
come si chiama Monica,0.12243367603580604,,0.12033458418907145,,0.10325243537166762,,0.16047769935375736,
come si formano i vulcani?,0.06235104650952477,,0.039877675300928256,,0.04300170041147669,,0.033827346404383195,
come si trovano i vulcani?,0.11063598445165293,,0.12802094413114168,,0.11816118601706292,,0.09047434870145891,
come viene classificato il leopardo delle nevi?,0.13268160899790274,0.015449453817410697,0.12869930363559698,0.01417153870581234,0.10456125398430101,0.013535458550651738,0.13327164457026563,0.01345781405236644
cosa possiamo fare per aiutare le specie in es...,0.17294312852118027,0.009426258594803784,0.16007984721576235,0.008758862030468492,0.12121821058250408,0.007040631199256274,0.17501311987186982,0.008603370924052214
sviluppo di un tornado e i suoi effetti,0.06298588151518011,0.007694950324865392,0.03921330987786198,0.006698796976279519,0.038708314890250665,0.006828665286799972,0.09161806024475266,0.00981765268074666
tipo di eruzione piÃ¹ dannoso,0.029966880284873515,0.008747210812885632,0.021299466325484826,0.0049536401307551025,0.016959976740777705,0.0053601100281428825,0.02547760574181641,0.006682542254694896
tornado,,,,,,,,
tornado mostro nero,0.05820125266231277,0.01653741191812287,0.0359239556938496,0.013885618403880674,0.035119294827129874,0.016548807239486336,0.0917751237257804,0.018364711155968452
tornado veloce,0.25623267122851073,,0.2262605921106125,,0.2262605921106125,,0.19993513274340985,
tornado velocita,0.056936160434259045,0.009991435208603877,0.067265429346558,0.015071682031199757,0.067265429346558,0.016500545642733268,0.07487332689454472,0.014950743565752924
tornado velocita mostro nero,0.04632815540435276,0.010343538555274997,0.06716465557251253,0.007746552579131157,0.03980248529246096,0.0055388432163264965,0.09184321747631541,0.012139539454349087
velocita tornado,0.06608496288508739,0.010417197632531601,0.07608540753776202,0.01730066248978628,0.06397062975951226,0.014143512516485275,0.1433356121404579,0.016237593966108264
vulcani tipologia di eruzioni danni,0.10894562481029668,0.013303862798631917,0.06316180167973401,0.01081260753029895,0.07924256445269875,0.008718636484781854,0.10517020081070284,0.010583520354910048
vulcano attivo antico,0.12441439521229476,0.006433699701958687,0.05757758209783857,0.005150083630534905,0.04933798732067785,0.00765380662803089,0.06073309904400333,0.007801919001989822
vulcano piÃ¹ antico attivo,0.06121795222533763,0.007875192216025395,0.06367004361152884,0.007512777586711991,0.06367004361152884,0.007865259111201084,0.04715199923454662,0.009163727427080964
