QID,Task Sentiment,rank,IAS,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
qGEN61,,1,Bing,20.06672755147059,18.209187220588234,61.72408535294118,18.181818181818183,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,54.54545454545454
qGEN62,,2,Bing,15.6680464375,13.370946450000002,70.96100703125,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
qGEN63,,3,Bing,19.079049854545456,13.423789236363637,67.49716061818182,0.0,20.0,0.0,10.0,10.0,0.0,20.0,40.0
qGEN64,,4,Bing,14.954115266666667,15.923842233333335,69.12204176666667,0.0,33.333333333333336,0.0,0.0,0.0,0.0,16.666666666666668,50.00000000000001
qGEN65,,5,Bing,20.193642647727277,16.404788749999998,63.40156915909092,5.555555555555555,27.77777777777778,0.0,0.0,0.0,5.555555555555555,5.555555555555555,55.55555555555556
qGEN71,,1,Bing,13.460239719642855,13.411257053571429,73.12850417857145,0.0,14.285714285714288,0.0,14.285714285714288,0.0,0.0,57.14285714285715,14.285714285714288
qGEN72,,2,Bing,10.227124776119403,9.54783214925373,80.22504411940298,0.0,13.333333333333336,0.0,0.0,20.0,6.666666666666668,40.0,20.0
qGEN73,,3,Bing,12.249453734693876,10.534745734693878,77.215800877551,0.0,17.647058823529413,5.882352941176469,0.0,11.764705882352938,0.0,11.764705882352938,52.941176470588246
qGEN74,,4,Bing,17.05410018181818,15.955184272727275,66.99071618181817,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
qGEN75,,5,Bing,11.69272225,10.697534550000002,77.60974377777778,0.0,0.0,0.0,0.0,33.333333333333336,0.0,66.66666666666667,0.0
qGEN81,,1,Bing,20.06672755147059,18.209187220588234,61.72408535294118,18.181818181818183,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,54.54545454545454
qGEN82,,2,Bing,15.287836224137932,11.964814131034483,72.74734982758619,0.0,26.66666666666667,0.0,0.0,6.666666666666668,0.0,6.666666666666668,60.0
qGEN83,,3,Bing,15.142834182539685,13.568169333333332,71.28899684126984,17.647058823529413,17.647058823529413,0.0,0.0,5.882352941176469,0.0,5.882352941176469,52.941176470588246
qGEN84,,4,Bing,16.14972838095238,13.574835916666666,70.27543588095237,11.11111111111111,55.55555555555556,0.0,0.0,0.0,0.0,11.11111111111111,22.22222222222222
qGEN85,,5,Bing,17.42907807407407,11.359541574074072,71.21138012962963,10.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0
qGEN91,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN92,,2,Bing,13.821319518518521,15.57576174074074,70.60291811111111,0.0,22.22222222222222,0.0,33.33333333333333,0.0,11.11111111111111,16.666666666666664,16.666666666666664
qGEN93,,3,Bing,14.641743942857142,12.151947342857145,73.20630717142856,0.0,13.333333333333336,0.0,20.0,13.333333333333336,20.0,26.66666666666667,6.666666666666668
qGEN94,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN95,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN101,,1,Bing,17.42907807407407,11.359541574074072,71.21138012962963,10.0,60.0,0.0,0.0,0.0,0.0,0.0,30.0
qGEN102,,2,Bing,14.620832254901961,12.979086274509804,72.40008149019607,7.142857142857143,28.571428571428573,0.0,7.142857142857143,7.142857142857143,0.0,7.142857142857143,42.85714285714286
qGEN103,,3,Bing,13.37832301923077,10.591507413461537,76.03016930769232,0.0,26.666666666666664,0.0,0.0,19.999999999999996,6.666666666666666,6.666666666666666,39.99999999999999
qGEN104,,4,Bing,16.390690585365853,14.622122402439025,68.98718692682927,0.0,42.857142857142854,0.0,0.0,14.285714285714285,0.0,28.57142857142857,14.285714285714285
qGEN105,,5,Bing,17.626477892857142,16.18936039285714,66.1841617857143,0.0,28.571428571428573,0.0,0.0,0.0,0.0,14.285714285714286,57.142857142857146
qGEN111,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN112,,2,Bing,16.451959225,14.235633583333332,69.31240791666666,0.0,37.5,0.0,25.0,12.5,0.0,25.0,0.0
qGEN113,,3,Bing,10.973266969696969,12.541360000000001,76.4853720909091,0.0,25.0,0.0,62.5,12.5,0.0,0.0,0.0
qGEN114,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN115,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN121,,1,Bing,17.6175231875,14.954887339285715,67.42758932142857,7.142857142857142,7.142857142857142,0.0,28.57142857142857,14.285714285714285,7.142857142857142,0.0,35.714285714285715
qGEN122,,2,Bing,19.943214888888892,22.54288527777778,57.51389925,0.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0
qGEN123,,3,Bing,17.616433125,13.39448572142857,68.98908160714285,0.0,10.526315789473685,0.0,21.05263157894737,15.789473684210527,0.0,10.526315789473685,42.10526315789474
qGEN124,,4,Bing,21.158308075,15.015090625,63.826601075,0.0,16.666666666666664,0.0,25.0,0.0,0.0,0.0,58.33333333333334
qGEN125,,5,Bing,16.027350264705884,12.870199588235293,71.10245023529413,8.333333333333332,16.666666666666664,0.0,25.0,8.333333333333332,0.0,0.0,41.66666666666667
qGEN131,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN132,,2,Bing,18.37157482857143,11.233499114285715,70.39492568571428,0.0,0.0,0.0,25.0,0.0,0.0,33.33333333333333,41.66666666666667
qGEN133,,3,Bing,14.290120227272727,16.184469272727274,69.52540945454545,11.11111111111111,0.0,0.0,22.22222222222222,11.11111111111111,0.0,44.44444444444444,11.11111111111111
qGEN134,,4,Bing,11.492054464,15.12890812,73.3790368,0.0,10.0,0.0,0.0,20.0,0.0,50.0,20.0
qGEN135,,5,Bing,13.53190375,17.44441175,69.02368358333334,0.0,0.0,0.0,57.14285714285714,0.0,0.0,0.0,42.857142857142854
qGEN141,,1,Bing,17.6175231875,14.954887339285715,67.42758932142857,7.142857142857142,7.142857142857142,0.0,28.57142857142857,14.285714285714285,7.142857142857142,0.0,35.714285714285715
qGEN142,,2,Bing,19.943214888888892,22.54288527777778,57.51389925,0.0,0.0,0.0,60.0,0.0,0.0,10.0,30.0
qGEN143,,3,Bing,17.616433125,13.39448572142857,68.98908160714285,0.0,10.526315789473685,0.0,21.05263157894737,15.789473684210527,0.0,10.526315789473685,42.10526315789474
qGEN144,,4,Bing,21.158308075,15.015090625,63.826601075,0.0,16.666666666666664,0.0,25.0,0.0,0.0,0.0,58.33333333333334
qGEN145,,5,Bing,16.027350264705884,12.870199588235293,71.10245023529413,8.333333333333332,16.666666666666664,0.0,25.0,8.333333333333332,0.0,0.0,41.66666666666667
qGEN151,,1,Bing,19.461296644444445,20.692856066666668,59.84584748888889,12.5,12.5,0.0,0.0,12.5,0.0,0.0,62.5
qGEN152,,2,Bing,14.159797,13.923533500000001,71.91666944117647,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,33.33333333333333,44.44444444444444
qGEN153,,3,Bing,19.461296644444445,20.692856066666668,59.84584748888889,12.5,12.5,0.0,0.0,12.5,0.0,0.0,62.5
qGEN154,,4,Bing,22.81633177083333,22.52735755416667,54.656310229166664,8.333333333333332,0.0,8.333333333333332,0.0,0.0,0.0,25.0,58.33333333333334
qGEN155,,5,Bing,17.423578295081967,19.690565327868853,62.88585638688525,12.5,12.5,0.0,0.0,12.5,0.0,37.5,25.0
qGEN161,,1,Bing,9.720956965333333,9.432725066666668,80.84631800000001,12.5,12.5,0.0,18.75,18.75,0.0,31.25,6.25
qGEN162,,2,Bing,17.2979594137931,18.31697665517241,64.38506368965517,0.0,12.5,0.0,25.0,12.5,0.0,50.0,0.0
qGEN163,,3,Bing,13.928571733333332,13.9452029,72.12622523333333,0.0,0.0,0.0,20.0,40.0,0.0,40.0,0.0
qGEN164,,4,Bing,18.42231938461539,24.50067765384616,57.07700184615385,0.0,0.0,0.0,20.000000000000004,20.000000000000004,13.333333333333337,46.666666666666664,0.0
qGEN165,,5,Bing,11.141216678571428,13.802887214285715,75.0558955952381,0.0,20.0,0.0,0.0,60.0,0.0,20.0,0.0
qGEN171,,1,Bing,11.270872775,12.517697385000002,76.2114295,20.0,0.0,0.0,60.0,0.0,0.0,0.0,20.0
qGEN172,,2,Bing,22.406380060000004,15.40220953333333,62.191410233333336,14.285714285714288,7.142857142857144,0.0,42.85714285714287,14.285714285714288,0.0,7.142857142857144,14.285714285714288
qGEN173,,3,Bing,17.360346233333335,15.69413888888889,66.94551491666667,7.692307692307692,7.692307692307692,0.0,23.076923076923073,7.692307692307692,0.0,15.384615384615383,38.46153846153846
qGEN174,,4,Bing,12.47466857586207,13.64150939137931,73.88382251724138,28.571428571428573,0.0,0.0,0.0,7.142857142857143,14.285714285714286,7.142857142857143,42.85714285714286
qGEN175,,5,Bing,15.897719704225352,11.460783901408451,72.64149636619717,0.0,7.142857142857142,14.285714285714285,14.285714285714285,0.0,0.0,14.285714285714285,50.0
qGEN181,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN182,,2,Bing,16.451959225,14.235633583333332,69.31240791666666,0.0,37.5,0.0,25.0,12.5,0.0,25.0,0.0
qGEN183,,3,Bing,10.973266969696969,12.541360000000001,76.4853720909091,0.0,25.0,0.0,62.5,12.5,0.0,0.0,0.0
qGEN184,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN185,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN191,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN192,,2,Bing,17.360346233333335,15.69413888888889,66.94551491666667,7.692307692307692,7.692307692307692,0.0,23.076923076923073,7.692307692307692,0.0,15.384615384615383,38.46153846153846
qGEN193,,3,Bing,10.816849161290323,15.583409903225808,73.59974009677418,22.22222222222222,0.0,11.11111111111111,44.44444444444444,0.0,11.11111111111111,0.0,11.11111111111111
qGEN194,,4,Bing,22.15696203125,21.977684078125005,55.86535334375,25.0,12.5,0.0,25.0,12.5,0.0,0.0,25.0
qGEN195,,5,Bing,18.26746380370371,15.655119494444442,66.07741672222222,13.333333333333332,6.666666666666666,0.0,26.666666666666664,0.0,0.0,0.0,53.33333333333333
qGEN201,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN202,,2,Bing,16.451959225,14.235633583333332,69.31240791666666,0.0,37.5,0.0,25.0,12.5,0.0,25.0,0.0
qGEN203,,3,Bing,10.973266969696969,12.541360000000001,76.4853720909091,0.0,25.0,0.0,62.5,12.5,0.0,0.0,0.0
qGEN204,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN205,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN211,,1,Bing,11.270872775,12.517697385000002,76.2114295,20.0,0.0,0.0,60.0,0.0,0.0,0.0,20.0
qGEN212,,2,Bing,22.406380060000004,15.40220953333333,62.191410233333336,14.285714285714288,7.142857142857144,0.0,42.85714285714287,14.285714285714288,0.0,7.142857142857144,14.285714285714288
qGEN213,,3,Bing,17.360346233333335,15.69413888888889,66.94551491666667,7.692307692307692,7.692307692307692,0.0,23.076923076923073,7.692307692307692,0.0,15.384615384615383,38.46153846153846
qGEN214,,4,Bing,12.47466857586207,13.64150939137931,73.88382251724138,28.571428571428573,0.0,0.0,0.0,7.142857142857143,14.285714285714286,7.142857142857143,42.85714285714286
qGEN215,,5,Bing,15.897719704225352,11.460783901408451,72.64149636619717,0.0,7.142857142857142,14.285714285714285,14.285714285714285,0.0,0.0,14.285714285714285,50.0
qGEN221,,1,Bing,11.270872775,12.517697385000002,76.2114295,20.0,0.0,0.0,60.0,0.0,0.0,0.0,20.0
qGEN222,,2,Bing,22.406380060000004,15.40220953333333,62.191410233333336,14.285714285714288,7.142857142857144,0.0,42.85714285714287,14.285714285714288,0.0,7.142857142857144,14.285714285714288
qGEN223,,3,Bing,17.360346233333335,15.69413888888889,66.94551491666667,7.692307692307692,7.692307692307692,0.0,23.076923076923073,7.692307692307692,0.0,15.384615384615383,38.46153846153846
qGEN224,,4,Bing,12.47466857586207,13.64150939137931,73.88382251724138,28.571428571428573,0.0,0.0,0.0,7.142857142857143,14.285714285714286,7.142857142857143,42.85714285714286
qGEN225,,5,Bing,15.897719704225352,11.460783901408451,72.64149636619717,0.0,7.142857142857142,14.285714285714285,14.285714285714285,0.0,0.0,14.285714285714285,50.0
qGEN231,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN232,,2,Bing,16.451959225,14.235633583333332,69.31240791666666,0.0,37.5,0.0,25.0,12.5,0.0,25.0,0.0
qGEN233,,3,Bing,10.973266969696969,12.541360000000001,76.4853720909091,0.0,25.0,0.0,62.5,12.5,0.0,0.0,0.0
qGEN234,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN235,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN241,,1,Bing,11.270872775,12.517697385000002,76.2114295,20.0,0.0,0.0,60.0,0.0,0.0,0.0,20.0
qGEN242,,2,Bing,22.406380060000004,15.40220953333333,62.191410233333336,14.285714285714288,7.142857142857144,0.0,42.85714285714287,14.285714285714288,0.0,7.142857142857144,14.285714285714288
qGEN243,,3,Bing,17.360346233333335,15.69413888888889,66.94551491666667,7.692307692307692,7.692307692307692,0.0,23.076923076923073,7.692307692307692,0.0,15.384615384615383,38.46153846153846
qGEN244,,4,Bing,12.47466857586207,13.64150939137931,73.88382251724138,28.571428571428573,0.0,0.0,0.0,7.142857142857143,14.285714285714286,7.142857142857143,42.85714285714286
qGEN245,,5,Bing,15.897719704225352,11.460783901408451,72.64149636619717,0.0,7.142857142857142,14.285714285714285,14.285714285714285,0.0,0.0,14.285714285714285,50.0
qGEN251,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN252,,2,Bing,16.451959225,14.235633583333332,69.31240791666666,0.0,37.5,0.0,25.0,12.5,0.0,25.0,0.0
qGEN253,,3,Bing,10.973266969696969,12.541360000000001,76.4853720909091,0.0,25.0,0.0,62.5,12.5,0.0,0.0,0.0
qGEN254,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN255,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN261,,1,Bing,19.808410010204085,21.700611346938775,58.49097885714286,0.0,16.666666666666664,0.0,25.0,0.0,0.0,16.666666666666664,41.66666666666667
qGEN262,,2,Bing,16.451959225,14.235633583333332,69.31240791666666,0.0,37.5,0.0,25.0,12.5,0.0,25.0,0.0
qGEN263,,3,Bing,10.973266969696969,12.541360000000001,76.4853720909091,0.0,25.0,0.0,62.5,12.5,0.0,0.0,0.0
qGEN264,,4,Bing,16.89694544,14.972221399999999,68.13083259999999,0.0,0.0,0.0,25.0,0.0,0.0,50.0,25.0
qGEN265,,5,Bing,14.724171250000001,15.323075150000001,69.95275354545456,7.692307692307692,15.384615384615383,7.692307692307692,38.46153846153846,0.0,0.0,7.692307692307692,23.076923076923073
qGEN271,,1,Bing,11.270872775,12.517697385000002,76.2114295,20.0,0.0,0.0,60.0,0.0,0.0,0.0,20.0
qGEN272,,2,Bing,22.406380060000004,15.40220953333333,62.191410233333336,14.285714285714288,7.142857142857144,0.0,42.85714285714287,14.285714285714288,0.0,7.142857142857144,14.285714285714288
qGEN273,,3,Bing,17.360346233333335,15.69413888888889,66.94551491666667,7.692307692307692,7.692307692307692,0.0,23.076923076923073,7.692307692307692,0.0,15.384615384615383,38.46153846153846
qGEN274,,4,Bing,12.47466857586207,13.64150939137931,73.88382251724138,28.571428571428573,0.0,0.0,0.0,7.142857142857143,14.285714285714286,7.142857142857143,42.85714285714286
qGEN275,,5,Bing,15.897719704225352,11.460783901408451,72.64149636619717,0.0,7.142857142857142,14.285714285714285,14.285714285714285,0.0,0.0,14.285714285714285,50.0
qGEN281,,1,Bing,11.512185773015874,12.935699912698409,75.55211402380954,10.344827586206897,31.034482758620687,0.0,20.689655172413794,0.0,10.344827586206897,0.0,27.586206896551722
qGEN282,,2,Bing,13.495135607317074,13.277717707317072,73.2271466097561,0.0,13.333333333333337,6.666666666666669,33.333333333333336,0.0,0.0,6.666666666666669,40.00000000000001
qGEN283,,3,Bing,13.65461587213115,10.404509409836065,75.9408746557377,0.0,0.0,0.0,37.5,6.25,12.5,0.0,43.75
qGEN284,,4,Bing,15.106005762711863,15.243830915254236,69.65016289830507,4.3478260869565215,0.0,0.0,34.78260869565217,0.0,13.043478260869565,4.3478260869565215,43.47826086956522
qGEN285,,5,Bing,15.742581165384614,16.034344865384618,68.22307365384617,0.0,20.0,0.0,33.33333333333333,0.0,20.0,6.666666666666668,20.0
qGEN291,,1,Bing,15.299151140350876,15.411171526315789,69.28967710526315,0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0
qGEN292,,2,Bing,17.148260795918365,13.99687242857143,68.85486704081633,0.0,11.11111111111111,22.22222222222222,11.11111111111111,0.0,0.0,22.22222222222222,33.33333333333333
qGEN293,,3,Bing,15.444901297435901,10.795752725641027,73.75934556410256,0.0,20.0,20.0,0.0,0.0,0.0,0.0,60.0
qGEN294,,4,Bing,12.94033357142857,11.365094101785713,75.69457192857143,0.0,16.666666666666664,0.0,0.0,0.0,0.0,33.33333333333333,50.0
qGEN295,,5,Bing,16.934166462962963,17.33375801111111,65.73207544444445,8.333333333333334,8.333333333333334,0.0,16.666666666666668,0.0,8.333333333333334,0.0,58.33333333333335
qGEN301,,1,Bing,17.833834306451614,14.599599016129034,67.56656633870968,4.545454545454546,9.090909090909092,18.181818181818183,18.181818181818183,4.545454545454546,0.0,0.0,45.45454545454545
qGEN302,,2,Bing,18.59262578181818,14.387183036363634,67.02019012727271,18.75,12.5,0.0,37.5,6.25,0.0,6.25,18.75
qGEN303,,3,Bing,16.894002492537314,12.185134350746269,70.92086349253731,0.0,10.526315789473685,21.05263157894737,10.526315789473685,0.0,0.0,15.789473684210527,42.10526315789474
qGEN304,,4,Bing,19.860097716666665,16.695064766666665,63.444837809999996,0.0,0.0,0.0,25.0,25.0,0.0,50.0,0.0
qGEN305,,5,Bing,13.200497204081632,11.241917795918367,75.55758504081632,0.0,6.25,0.0,37.5,6.25,0.0,18.75,31.25
qGEN311,,1,Bing,13.634725645833331,14.949555635416667,71.41571877083334,40.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0
qGEN312,,2,Bing,14.557862229508196,15.985100737704919,69.45703698360656,27.27272727272727,18.181818181818183,0.0,9.090909090909092,0.0,9.090909090909092,0.0,36.36363636363637
qGEN313,,3,Bing,16.136154368421053,17.021469815789477,66.84237584210526,0.0,21.42857142857143,0.0,21.42857142857143,0.0,7.142857142857143,14.285714285714286,35.71428571428572
qGEN314,,4,Bing,13.564687969230768,16.62974028846154,69.80557207692308,0.0,15.384615384615383,0.0,38.46153846153846,7.692307692307692,7.692307692307692,0.0,30.769230769230766
qGEN315,,5,Bing,13.222878025641025,16.574929974358977,70.20219241025643,14.285714285714285,0.0,0.0,28.57142857142857,0.0,14.285714285714285,0.0,42.857142857142854
qGEN321,,1,Bing,10.14498507755102,10.695907102040819,79.15910740816327,0.0,0.0,0.0,23.076923076923077,0.0,23.076923076923077,7.6923076923076925,46.15384615384615
qGEN322,,2,Bing,13.187484220000002,15.379929229999997,71.43258671999999,9.090909090909092,0.0,0.0,36.36363636363637,0.0,27.27272727272727,0.0,27.27272727272727
qGEN323,,3,Bing,17.844405621875,17.500994796875,64.654599234375,4.545454545454546,0.0,0.0,9.090909090909092,0.0,36.36363636363637,4.545454545454546,45.45454545454545
qGEN324,,4,Bing,17.5670419,15.5606944,66.87226380000001,7.142857142857142,7.142857142857142,0.0,28.57142857142857,0.0,14.285714285714285,7.142857142857142,35.714285714285715
qGEN325,,5,Bing,16.96026713157895,18.425374210526318,64.61435848684211,0.0,14.285714285714288,0.0,57.14285714285715,0.0,0.0,14.285714285714288,14.285714285714288
qGEN331,,1,Bing,19.68860114285714,14.657040547619049,65.65435861904761,7.6923076923076925,0.0,7.6923076923076925,30.76923076923077,0.0,0.0,15.384615384615385,38.46153846153847
qGEN332,,2,Bing,18.02498092857143,15.382769089285715,66.59224982142857,5.2631578947368425,15.789473684210527,0.0,10.526315789473685,0.0,0.0,15.789473684210527,52.631578947368425
qGEN333,,3,Bing,18.98238333333333,16.318177686274513,64.69943898039216,0.0,5.882352941176469,5.882352941176469,23.529411764705877,17.647058823529413,0.0,11.764705882352938,35.294117647058826
qGEN334,,4,Bing,17.036388246153848,12.611556061538462,70.35205545538462,0.0,11.11111111111111,0.0,16.666666666666664,0.0,0.0,27.77777777777778,44.44444444444444
qGEN335,,5,Bing,20.002263552238805,15.733912546268659,64.26382394029851,6.25,6.25,0.0,31.25,0.0,0.0,25.0,31.25
qGEN341,,1,Bing,19.68860114285714,14.657040547619049,65.65435861904761,7.6923076923076925,0.0,7.6923076923076925,30.76923076923077,0.0,0.0,15.384615384615385,38.46153846153847
qGEN342,,2,Bing,10.83471062,10.44538794,78.71990214,0.0,9.090909090909092,0.0,18.181818181818183,9.090909090909092,0.0,18.181818181818183,45.45454545454545
qGEN343,,3,Bing,14.914587391666664,10.890928583333334,74.19448421666668,0.0,9.090909090909092,4.545454545454546,13.636363636363635,13.636363636363635,0.0,13.636363636363635,45.45454545454545
qGEN344,,4,Bing,20.083374519230766,17.38616348076923,62.530461999999986,7.142857142857142,0.0,0.0,35.714285714285715,0.0,0.0,14.285714285714285,42.857142857142854
qGEN345,,5,Bing,20.987684543859643,15.969360508771931,63.042954578947366,8.695652173913041,8.695652173913041,4.347826086956521,0.0,13.043478260869563,4.347826086956521,0.0,60.8695652173913
