Query,OG_male_rougeL,OG_male_rougeLsum,OG_female_rougeL,OG_female_rougeLsum,female_male_rougeL,female_male_rougeLsum
come si localizza un punto su una mappa,0.3461538553237915,0.4423076808452606,0.37168142199516296,0.4247787594795227,0.3076923191547394,0.4444444477558136
come si sviluppa un tornado,0.21138212084770203,0.27642276883125305,0.2720000147819519,0.3199999928474426,0.3076923191547394,0.36538460850715637
come si sviluppa un tornado e i suoi effetti,0.3093922734260559,0.3977900445461273,0.2954545319080353,0.375,0.47154471278190613,0.5365853905677795
come si trova un punto su una mappa,0.30434781312942505,0.3695652186870575,0.3541666567325592,0.4166666567325592,0.3913043439388275,0.45652174949645996
come viene classificato il leopardo delle nevi,0.5846154093742371,0.6153846383094788,0.3636363744735718,0.5151515007019043,0.43478259444236755,0.5507246255874634
cosa possiamo fare per aiutare le specie in estinzione,0.26923078298568726,0.26923078298568726,0.23255814611911774,0.25581395626068115,0.39534884691238403,0.39534884691238403
cosa possiamo fare per aiutare le specie in via di estinzione,0.27272728085517883,0.3863636255264282,0.41558441519737244,0.41558441519737244,0.37974682450294495,0.4303797483444214
il mostro nero e un tornado,0.16949152946472168,0.16949152946472168,0.1944444477558136,0.25,0.1846153885126114,0.2769230902194977
il mostro nero tornado che cos Ã¨,0.208695650100708,0.313043475151062,0.19354838132858276,0.25806450843811035,0.28070175647735596,0.3333333432674408
quali cibi forniscono carboidrati,0.2222222238779068,0.2777777910232544,0.27272728085517883,0.27272728085517883,0.4642857015132904,0.5
quali sono due ingredienti del dolce tipico della festa del papa,0.5,0.5,0.523809552192688,0.523809552192688,0.7727272510528564,0.7727272510528564
quali sono gli altri nomi del tornado,0.3181818127632141,0.3181818127632141,0.41025641560554504,0.41025641560554504,0.4590163826942444,0.49180328845977783
quali sono i tipi di eruzione,0.2678571343421936,0.3214285671710968,0.4166666567325592,0.44999998807907104,0.4285714328289032,0.4571428596973419
quali sono le coordinate geografiche,0.0833333358168602,0.1041666641831398,0.09302325546741486,0.11627907305955887,0.5205479264259338,0.6164383292198181
quali sono le regole del basket,0.25882354378700256,0.25882354378700256,0.3333333432674408,0.30000001192092896,0.12903225421905518,0.1505376398563385
quali sono le regole del tennis,0.21875,0.3671875,0.21926909685134888,0.35880398750305176,0.5388127565383911,0.5753424763679504
quando e nato il tennis,0.3529411852359772,0.3529411852359772,0.5517241358757019,0.5517241358757019,0.5106382966041565,0.5106382966041565
quanti esemplari di leopardo delle nevi sono rimasti,0.4406779706478119,0.4406779706478119,0.42307692766189575,0.42307692766189575,0.2535211145877838,0.4225352108478546
quanti esemplari rimangono di leopardo delle nevi,0.3589743673801422,0.3589743673801422,0.37681159377098083,0.43478259444236755,0.4444444477558136,0.5185185074806213
quanti giocatori ci sono in ogni squadra di basket,0.6399999856948853,0.6399999856948853,0.782608687877655,0.782608687877655,0.5714285969734192,0.5714285969734192
quanti sono i fantasmi delle montagne,0.4000000059604645,0.4000000059604645,0.23188406229019165,0.28985506296157837,0.1538461595773697,0.23076923191547394
tre animal a rischio estinzione,0.17142857611179352,0.17142857611179352,0.3333333432674408,0.4000000059604645,0.15789473056793213,0.15789473056793213
trova tre animali a rischio di estinzione,0.0,0.0,0.23999999463558197,0.23999999463558197,0.2800000011920929,0.2800000011920929
velociraptor dove e quando e vissuto,0.53125,0.53125,0.4507042169570923,0.47887325286865234,0.6236559152603149,0.6451612710952759
esemplari fantasma delle montagne,0.09677419066429138,0.12903225421905518,0.3684210479259491,0.3684210479259491,0.05882352963089943,0.05882352963089943
leopardo delle nevi,0.2921348214149475,0.33707866072654724,0.32307693362236023,0.35384616255760193,0.33070865273475647,0.4409448802471161
leopardo delle nevi classificazione,0.42553192377090454,0.5106382966041565,0.43589743971824646,0.4871794879436493,0.3478260934352875,0.3478260934352875
altri nomi del tornado,0.2222222238779068,0.2777777910232544,0.21621622145175934,0.2702702581882477,0.5106382966041565,0.5531914830207825
animali a rischio di estinzione,0.4545454680919647,0.47727271914482117,0.39175257086753845,0.4329896867275238,0.6504064798355103,0.6829268336296082
azioni per evitare estinzione degli animali,0.32380953431129456,0.39047619700431824,0.3864734172821045,0.47342994809150696,0.4780876636505127,0.5896414518356323
che velcitÃ  puÃ² raggiungere un tornado,0.30136987566947937,0.3287671208381653,0.1927710771560669,0.1927710771560669,0.3103448152542114,0.3103448152542114
come aiutare gli animali in via di estinzion^?,0.34951457381248474,0.40776699781417847,0.28787878155708313,0.3030303120613098,0.3496503531932831,0.4615384638309479
come aiutare gli animali in via di estinzione?,0.2638888955116272,0.4027777910232544,0.35384616255760193,0.4307692348957062,0.2976190447807312,0.4285714328289032
come aiutare le specie in estinzione,0.17886178195476532,0.35772356390953064,0.279720276594162,0.3636363744735718,0.18309858441352844,0.4225352108478546
come aiutare le specie in estinzione focus,0.22680412232875824,0.34020617604255676,0.21978022158145905,0.2747252881526947,0.22077922523021698,0.37662336230278015
come possiamo aiutare le specie in pericolo,0.1962616890668869,0.2429906576871872,0.17258882522583008,0.20304568111896515,0.40449437499046326,0.42696627974510193
come possiamo salvare gli animali quasi estinti,0.1678321659564972,0.2937062978744507,0.2023809552192688,0.3214285671710968,0.15037593245506287,0.3458646535873413
come si forma un tornado,0.22900763154029846,0.2442748099565506,0.38596490025520325,0.45614033937454224,0.2240000069141388,0.25600001215934753
la classificazione del leopardo delle nevi,0.20000000298023224,0.2666666805744171,0.3486238420009613,0.4220183491706848,0.3008849620819092,0.3362831771373749
mostro nero,0.4000000059604645,0.4000000059604645,0.25,0.25,0.47058823704719543,0.47058823704719543
qual Ã¨ il vulcano attivo piÃ¹ antico,0.6451612710952759,0.6451612710952759,0.4615384638309479,0.4615384638309479,0.5,0.5
quale tipologia di eruzione provoca piÃ¹ danni?,0.2857142984867096,0.40336135029792786,0.47457626461982727,0.5254237055778503,0.32967033982276917,0.4175824224948883
quali animali sono in via di estinzione,0.3361344635486603,0.36974790692329407,0.3689320385456085,0.40776699781417847,0.6000000238418579,0.6142857074737549
quali sono gli esemplari rimasti di fantasma ...,0.5454545617103577,0.5454545617103577,0.3414634168148041,0.39024388790130615,0.3888888955116272,0.3888888955116272
quando Ã¨ avvenuto il mostro nero,0.2068965584039688,0.2068965584039688,0.5,0.5,0.42424243688583374,0.42424243688583374
quante specie di leopardi delle nevi esistono,0.7457627058029175,0.7457627058029175,0.2539682686328888,0.2539682686328888,0.23529411852359772,0.23529411852359772
quanti esemplari sono rimasti di fantasma del...,0.2380952388048172,0.3333333432674408,0.37037035822868347,0.37037035822868347,0.48275861144065857,0.48275861144065857
quanti sono gli esemplari di leopardo delle nevi,0.5151515007019043,0.5151515007019043,0.782608687877655,0.8115941882133484,0.5352112650871277,0.5352112650871277
quanti sono gli esemplari rimasti di fantasma ...,0.5555555820465088,0.5185185074806213,0.5,0.4615384638309479,0.5161290168762207,0.5161290168762207
sinonimi del tornado,0.4375,0.4375,0.40909090638160706,0.40909090638160706,0.29629629850387573,0.3333333432674408
tigre bianca,0.18390804529190063,0.2068965584039688,0.15217390656471252,0.17391304671764374,0.31168830394744873,0.3636363744735718
velocitÃ  massima del tornado,0.29411765933036804,0.29411765933036804,0.4000000059604645,0.4000000059604645,0.35789474844932556,0.378947377204895
velocitÃ  massima di un tornado,0.2857142984867096,0.2857142984867096,0.125,0.125,0.1538461595773697,0.1538461595773697
3 animali in estinzione,0.028169013559818268,0.028169013559818268,0.03921568766236305,0.03921568766236305,0.3400000035762787,0.36000001430511475
classificazione del leopardo delle nevi,0.23357664048671722,0.36496350169181824,0.22891566157341003,0.3012048304080963,0.323699414730072,0.42774567008018494
classificazione leopardo delle nevi,0.3333333432674408,0.4166666567325592,0.33734938502311707,0.3855421543121338,0.39080458879470825,0.4597701132297516
come aiutarele specie in estinzione,0.17977528274059296,0.37078651785850525,0.33136093616485596,0.4378698170185089,0.25531914830207825,0.326241135597229
come possiamo aiutare le specie in estinzione,0.3006536066532135,0.32679739594459534,0.27142858505249023,0.34285715222358704,0.2857142984867096,0.40336135029792786
come si chiama Monica,0.2666666805744171,0.2666666805744171,0.5,0.5,0.11764705926179886,0.11764705926179886
come si formano i vulcani?,0.4324324429035187,0.5405405163764954,0.4642857015132904,0.5178571343421936,0.40776699781417847,0.4660194218158722
come si trovano i vulcani?,0.14000000059604645,0.14000000059604645,0.12244898080825806,0.1428571492433548,0.34090909361839294,0.3863636255264282
come viene classificato il leopardo delle nevi?,0.5283018946647644,0.5283018946647644,0.3414634168148041,0.3658536672592163,0.44155845046043396,0.4675324559211731
cosa possiamo fare per aiutare le specie in es...,0.22580644488334656,0.29032257199287415,0.25333333015441895,0.36000001430511475,0.22033898532390594,0.2542372941970825
sviluppo di un tornado e i suoi effetti,0.15853658318519592,0.26829269528388977,0.23952095210552216,0.359281450510025,0.30463576316833496,0.33112582564353943
tipo di eruzione piÃ¹ dannoso,0.22429905831813812,0.28037384152412415,0.19834710657596588,0.24793387949466705,0.42105263471603394,0.4385964870452881
tornado,0.08791209012269974,0.10989011079072952,0.08888889104127884,0.13333334028720856,0.5378151535987854,0.5546218752861023
tornado mostro nero,0.1553398072719574,0.19417475163936615,0.14399999380111694,0.17599999904632568,0.38805970549583435,0.41791045665740967
tornado veloce,0.30000001192092896,0.3499999940395355,0.20952381193637848,0.2666666805744171,0.20560747385025024,0.2429906576871872
tornado velocita,0.1649484485387802,0.22680412232875824,0.31578946113586426,0.31578946113586426,0.2522522509098053,0.30630630254745483
tornado velocita mostro nero,0.25,0.2083333283662796,0.1428571492433548,0.20408163964748383,0.20512820780277252,0.20512820780277252
velocita tornado,0.1818181872367859,0.20454545319080353,0.1428571492433548,0.190476194024086,0.2075471729040146,0.3396226465702057
vulcani tipologia di eruzioni danni,0.28346458077430725,0.33070865273475647,0.2857142984867096,0.3968254029750824,0.29629629850387573,0.29629629850387573
vulcano attivo antico,0.2028985470533371,0.23188406229019165,0.19607843458652496,0.23529411852359772,0.28915661573410034,0.3132530152797699
vulcano piÃ¹ antico attivo,0.3181818127632141,0.3181818127632141,0.2181818187236786,0.2181818187236786,0.2535211145877838,0.30985915660858154
