QID,Task Sentiment,IAS,rank,Resp_cleaned,positive,negative,joy,sadness,anger,fear
qGEN21,,Bing,1,Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia. A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ...,99.9093770980835,0.09062392637133598,11.563355475664139,86.94611191749573,0.4908338189125061,0.9996943175792694
qGEN22,,Bing,2,Tornado facts and information. Tornadoes are vertical funnels of rapidly spinning air. Their winds may top 250 miles an hour and can clear a pathway a mile wide and 50 miles long.,99.96992349624634,0.03008348576258868,99.89659786224365,0.048016782966442406,0.02298168110428378,0.032407944672740996
qGEN23,,Bing,3,Extreme up-close video of tornado near Wray CO! - YouTube. Extreme up-close footage of tornado just north of Wray CO earlier today! SEE ALSO 360 Video! https www.youtube.com watch?v TCXp9Y5uPn4 MORE VIDEOS http ...,99.97544884681702,0.024548577493987978,99.93714690208435,0.027812732150778174,0.013232360652182251,0.021810649195685983
qGEN24,,Bing,4,Tornado Central - weather.com. Tornado Season Is Off to an Active Start But What Does That Mean for the Rest of It? May 7 2019 1 30 pm EDT March and April saw more tornado reports than average but that does not mean May and ...,0.6664569955319166,99.33353662490845,2.1681882441043854,84.03660655021667,0.040766625897958875,13.754434883594513
qGEN25,,Bing,5,Tornadoes Ready.gov. Tornadoes can destroy buildings flip cars and create deadly flying debris. Tornadoes are violently rotating columns of air that extend from a thunderstorm to the ground. Tornadoes can Happen anytime and anywhere Bring intense winds over 200 MPH and Look like funnels.,0.08909141179174185,99.91090893745422,0.27209611143916845,0.11619928991422057,99.4569480419159,0.15474817482754588
qGEN31,,Bing,1,Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia. A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ...,99.9093770980835,0.09062392637133598,11.563355475664139,86.94611191749573,0.4908338189125061,0.9996943175792694
qGEN32,,Bing,2,Tornado facts and information. Tornadoes are vertical funnels of rapidly spinning air. Their winds may top 250 miles an hour and can clear a pathway a mile wide and 50 miles long.,99.96992349624634,0.03008348576258868,99.89659786224365,0.048016782966442406,0.02298168110428378,0.032407944672740996
qGEN33,,Bing,3,Extreme up-close video of tornado near Wray CO! - YouTube. Extreme up-close footage of tornado just north of Wray CO earlier today! SEE ALSO 360 Video! https www.youtube.com watch?v TCXp9Y5uPn4 MORE VIDEOS http ...,99.97544884681702,0.024548577493987978,99.93714690208435,0.027812732150778174,0.013232360652182251,0.021810649195685983
qGEN34,,Bing,4,Tornado Central - weather.com. Tornado Season Is Off to an Active Start But What Does That Mean for the Rest of It? May 7 2019 1 30 pm EDT March and April saw more tornado reports than average but that does not mean May and ...,0.6664569955319166,99.33353662490845,2.1681882441043854,84.03660655021667,0.040766625897958875,13.754434883594513
qGEN35,,Bing,5,Tornadoes Ready.gov. Tornadoes can destroy buildings flip cars and create deadly flying debris. Tornadoes are violently rotating columns of air that extend from a thunderstorm to the ground. Tornadoes can Happen anytime and anywhere Bring intense winds over 200 MPH and Look like funnels.,0.08909141179174185,99.91090893745422,0.27209611143916845,0.11619928991422057,99.4569480419159,0.15474817482754588
qGEN41,,Bing,1,Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia. A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ...,99.9093770980835,0.09062392637133598,11.563355475664139,86.94611191749573,0.4908338189125061,0.9996943175792694
qGEN42,,Bing,2,Tornado facts and information. Tornadoes are vertical funnels of rapidly spinning air. Their winds may top 250 miles an hour and can clear a pathway a mile wide and 50 miles long.,99.96992349624634,0.03008348576258868,99.89659786224365,0.048016782966442406,0.02298168110428378,0.032407944672740996
qGEN43,,Bing,3,Extreme up-close video of tornado near Wray CO! - YouTube. Extreme up-close footage of tornado just north of Wray CO earlier today! SEE ALSO 360 Video! https www.youtube.com watch?v TCXp9Y5uPn4 MORE VIDEOS http ...,99.97544884681702,0.024548577493987978,99.93714690208435,0.027812732150778174,0.013232360652182251,0.021810649195685983
qGEN44,,Bing,4,Tornado Central - weather.com. Tornado Season Is Off to an Active Start But What Does That Mean for the Rest of It? May 7 2019 1 30 pm EDT March and April saw more tornado reports than average but that does not mean May and ...,0.6664569955319166,99.33353662490845,2.1681882441043854,84.03660655021667,0.040766625897958875,13.754434883594513
qGEN45,,Bing,5,Tornadoes Ready.gov. Tornadoes can destroy buildings flip cars and create deadly flying debris. Tornadoes are violently rotating columns of air that extend from a thunderstorm to the ground. Tornadoes can Happen anytime and anywhere Bring intense winds over 200 MPH and Look like funnels.,0.08909141179174185,99.91090893745422,0.27209611143916845,0.11619928991422057,99.4569480419159,0.15474817482754588
qGEN51,,Bing,1,Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia Tornado - Wikipedia. A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ... A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or in rare cases the base of a cumulus cloud.The windstorm is often referred to as a twister whirlwind or cyclone although the word cyclone is used in meteorology to name a weather system with a low-pressure area in the center around which from an observer looking ...,99.9093770980835,0.09062392637133598,11.563355475664139,86.94611191749573,0.4908338189125061,0.9996943175792694
qGEN52,,Bing,2,Tornado facts and information. Tornadoes are vertical funnels of rapidly spinning air. Their winds may top 250 miles an hour and can clear a pathway a mile wide and 50 miles long.,99.96992349624634,0.03008348576258868,99.89659786224365,0.048016782966442406,0.02298168110428378,0.032407944672740996
qGEN53,,Bing,3,Extreme up-close video of tornado near Wray CO! - YouTube. Extreme up-close footage of tornado just north of Wray CO earlier today! SEE ALSO 360 Video! https www.youtube.com watch?v TCXp9Y5uPn4 MORE VIDEOS http ...,99.97544884681702,0.024548577493987978,99.93714690208435,0.027812732150778174,0.013232360652182251,0.021810649195685983
qGEN54,,Bing,4,Tornado Central - weather.com. Tornado Season Is Off to an Active Start But What Does That Mean for the Rest of It? May 7 2019 1 30 pm EDT March and April saw more tornado reports than average but that does not mean May and ...,0.6664569955319166,99.33353662490845,2.1681882441043854,84.03660655021667,0.040766625897958875,13.754434883594513
qGEN55,,Bing,5,Tornadoes Ready.gov. Tornadoes can destroy buildings flip cars and create deadly flying debris. Tornadoes are violently rotating columns of air that extend from a thunderstorm to the ground. Tornadoes can Happen anytime and anywhere Bring intense winds over 200 MPH and Look like funnels.,0.08909141179174185,99.91090893745422,0.27209611143916845,0.11619928991422057,99.4569480419159,0.15474817482754588
qGEN61,,Bing,1,Classifica delle 8 Piramidi più Grandi del Mondo - Travel365 Classifica delle 8 Piramidi più Grandi del Mondo - Travel365. Se pensiamo alle piramidi subito ci vengono alla mente le incredibili costruzioni egizie oppure siamo portati a ragionare su edifici antichi visti sui libri di scuola.Ma le piramidi non sono solo quelle e non hanno necessariamente la classica forma. Sapreste dire quali sono le più grandi del mondo e dove si trovano? Ve lo diciamo noi! 8 - La Danta 0 9 milioni di m³ Se pensiamo alle piramidi subito ci vengono alla mente le incredibili costruzioni egizie oppure siamo portati a ragionare su edifici antichi visti sui libri di scuola.Ma le piramidi non sono solo quelle e non hanno necessariamente la classica forma. Sapreste dire quali sono le più grandi del mondo e dove si trovano? Ve lo diciamo noi! 8 - La Danta 0 9 milioni di m³,15.093334019184113,84.906667470932,0.2228803699836135,99.39193725585938,0.0741001043934375,0.31107645481824875
qGEN62,,Bing,2,PIRAMIDI egizie i MISTERI svelati! - Strane Storie - YouTube. Le piramidi sono opera degli extraterrestri? Come sono state realizzate? E gli allineamenti cosmici? E c'erano le lampadine a illuminarle? Le risposte a ques...,0.023459749354515225,99.97654557228088,6.182796508073807,7.11536779999733,41.33203327655792,45.36980390548706
qGEN63,,Bing,3,Piramidi egizie - Studia Rapido. Le piramidi egizie rappresentano le tombe dei faraoni. La forma delle piramidi pura ed essenziale è regolata da precisi rapporti geometrici e assume un significato cosmico e religioso secondo molti studiosi essa rappresenta il Sole il dio Ra e i gli spigoli diramandosi idealmente verso la terra ne indicano i raggi.,99.97311234474182,0.026889913715422153,99.90662932395935,0.037309579784050584,0.010855915752472356,0.04520540242083371
qGEN64,,Bing,4,Le Piramidi - YouTube. Le Piramidi spiegate ai bambini. Quanto mistero si cela all'ombra delle Piramidi maestosi monumenti funebri sopravvissuti al tempo scrigni sacri edificati proprio per questo scopo per lasciare ...,0.03817694669123739,99.96181726455688,98.72532486915588,0.10637141531333327,0.03137163876090199,1.1369355954229832
qGEN65,,Bing,5,Gioco Solitario Piramide - paginainizio.com. Solitario Piramide - Pyramid solitaire Gioco Flash - 5.100.188 partite. Divertente solitario piramidale ambientato nell'antico Egitto! Il tuo scopo è quello di spostare le carte presenti nell'area di gioco e realizzare abbinamenti con ciascuna delle 3 carte poste al lato del mazzo e sul tavolo.,99.96975660324097,0.03024796023964882,99.9305248260498,0.022082474606577307,0.016188056906685233,0.031199425575323403
qGEN71,,Bing,1,Pyramid - Wikipedia. The pyramid is used in many different coats-of-arms associated with Port Elizabeth. Adjacent to the Pyramid is the lighthouse 1863 that houses the Nelson Mandela Bay Tourism office as well as a 12 x 8 m South African Flag flying from a 65 m high flagpole. It also forms part of the Route 67 Public Art route.,99.94083642959595,0.05916886730119586,85.96699833869934,13.380838930606842,0.24528459180146456,0.40687844157218933
qGEN72,,Bing,2,Pyramid - Wikipedia. A pyramid from Greek πυραμίς pyramís is a structure whose outer surfaces are triangular and converge to a single step at the top making the shape roughly a pyramid in the geometric sense.The base of a pyramid can be trilateral quadrilateral or of any polygon shape. As such a pyramid has at least three outer triangular surfaces at least four faces including the base.,99.95912909507751,0.04086834960617125,94.99322772026062,3.9146825671195984,0.29933005571365356,0.7927471771836281
qGEN73,,Bing,3,Piramidi di terra Segonzano - Natura - Percorsi nella .... Questo sono le Piramidi di terra nel Comune di Segonzano in Valle di Cembra. Un fenomeno geologico unico in Trentino e raro nel mondo. Resti di un deposito morenico risalente all ultima glaciazione le Piramidi sono oggi un attrazione turistica di alto valore didattico.,99.77841973304749,0.22158815991133451,97.9889988899231,0.8901750668883324,0.047004129737615585,1.0738149285316467
qGEN74,,Bing,4,Piramidi. Suite Appartamenti Residence Piramidi . App. Viale Manzoni CB. App. Bojano,99.84644651412964,0.15355231007561088,0.1518427859991789,73.0899453163147,2.122148312628269,24.6360644698143
qGEN75,,Bing,5,Piramidi di Segonzano Trento Italy The Travel Tester. Step into a landscape that is out-of-this-world as The Travel Tester explores the earth pyramids of Piramidi di Segonzano in the Trentino region of Italy.,99.96975660324097,0.030247989343479276,99.9055564403534,0.03876783594023436,0.01095075422199443,0.0447221944341436
qGEN81,,Bing,1,Classifica delle 8 Piramidi più Grandi del Mondo - Travel365 Classifica delle 8 Piramidi più Grandi del Mondo - Travel365. Se pensiamo alle piramidi subito ci vengono alla mente le incredibili costruzioni egizie oppure siamo portati a ragionare su edifici antichi visti sui libri di scuola.Ma le piramidi non sono solo quelle e non hanno necessariamente la classica forma. Sapreste dire quali sono le più grandi del mondo e dove si trovano? Ve lo diciamo noi! 8 - La Danta 0 9 milioni di m³ Se pensiamo alle piramidi subito ci vengono alla mente le incredibili costruzioni egizie oppure siamo portati a ragionare su edifici antichi visti sui libri di scuola.Ma le piramidi non sono solo quelle e non hanno necessariamente la classica forma. Sapreste dire quali sono le più grandi del mondo e dove si trovano? Ve lo diciamo noi! 8 - La Danta 0 9 milioni di m³,15.093334019184113,84.906667470932,0.2228803699836135,99.39193725585938,0.0741001043934375,0.31107645481824875
qGEN82,,Bing,2,Classifica delle 8 Piramidi più Grandi del Mondo. Conosciuta anche come Piramide Nord è la maggiore delle tre grandi piramidi della necropoli di Dahshur. Deve il suo nome alla tinta rossastra che la contraddistingue. E' la terza piramide egizia in ordine di altezza dopo quella di Cheope e Chefren. All'epoca della sua creazione era la costruzione più alta del mondo.,99.96975660324097,0.030249168048612773,99.91598129272461,0.02789076534099877,0.016001707990653813,0.040123978396877646
qGEN83,,Bing,3,Le Piramidi più antiche e famose al mondo - Travel365. La piramide fa parte del complesso funerario di Djoser o Zoser re d'Egitto che regnò dal 2667 al 2648 a.c. circa. La piramide è opera del celebre sacerdote Imhotep il primo grande e vero architetto della storia. Nonostante la sua altezza che non regge il confronto con le maestose costruzioni di Giza questo edificio è importante dal punto ...,99.96453523635864,0.035459024365991354,99.91713762283325,0.03906071651726961,0.011991381325060502,0.03182241343893111
qGEN84,,Bing,4,Il mistero della quarta piramide La più bella alta e .... Il mistero della quarta piramide La più bella alta e preziosa La figura del successore di Cheope è enigmatica eresse la sua tomba lontano da quelle di famiglia vicino al dio Sole.,99.96140599250793,0.03859583521261811,99.7421383857727,0.16094747697934508,0.0069686029746662825,0.08995362441055477
qGEN85,,Bing,5,Piramide di Cheope - Wikipedia. La Piramide di Cheope conosciuta anche come Grande Piramide di Giza o Piramide di Khufu è la più antica e la più grande delle tre piramidi principali della necropoli di Giza. È la più antica delle sette meraviglie del mondo antico ed è l'unica pervenuta pressoché integra ai giorni nostri.,99.96153116226196,0.038461151416413486,99.93394017219543,0.025997310876846313,0.01590709143783897,0.02415700873825699
