Query,OG_male_rougeL,OG_male_rougeLsum,OG_female_rougeL,OG_female_rougeLsum,OG_neutral_rougeL,OG_neutral_rougeLsum
tre animali a rischio estinzione,0.0714285746216774,0.0714285746216774,0.12021858245134354,0.16393442451953888,0.06849315017461777,0.06849315017461777
tre animali in via di estinzione,0.07407407462596893,0.09876543283462524,0.2278480976819992,0.2278480976819992,0.1463414579629898,0.2195121943950653
trova 3 animali a rischio di estinzione,0.03999999910593033,0.03999999910593033,0.029411764815449715,0.029411764815449715,0.03846153989434242,0.03846153989434242
un bambino sano quanto pasti fa al giorno,0.11320754885673523,0.11320754885673523,0.06666667014360428,0.06666667014360428,0.04545454680919647,0.04545454680919647
un fantasma delle montagne foto,0.06557376682758331,0.06557376682758331,0.18666666746139526,0.23999999463558197,0.05494505539536476,0.05494505539536476
vulcano attivo piu atlantico,0.05228758230805397,0.03921568766236305,0.09137056022882462,0.12182740867137909,0.050314463675022125,0.050314463675022125
wwf in via di estinzione,0.06779661029577255,0.07909604161977768,0.07821229100227356,0.08938547223806381,0.05847953259944916,0.05847953259944916
zigurat,0.009852216579020023,0.009852216579020023,0.017241379246115685,0.017241379246115685,0.009999999776482582,0.009999999776482582
i vantaggi della dieta mediterranea,0.27076923847198486,0.3753846287727356,0.25867506861686707,0.32807570695877075,0.18918919563293457,0.30405405163764954
il leopardo delle nevi e invertebrato o vertebrato,0.1666666716337204,0.2777777910232544,0.20338982343673706,0.23728813230991364,0.1230769231915474,0.1230769231915474
chi era san giuseppe,0.10526315867900848,0.21052631735801697,0.1818181872367859,0.22727273404598236,0.05263157933950424,0.05263157933950424
come e nata la festa del papa,0.19354838132858276,0.19354838132858276,0.056338027119636536,0.056338027119636536,0.0845070406794548,0.0845070406794548
come possiamo aiutare gli animali in estinzione,0.20178040862083435,0.28486648201942444,0.16961130499839783,0.2614840865135193,0.13622291386127472,0.22291021049022675
come si formano i vulcani,0.375545859336853,0.4104803502559662,0.2857142984867096,0.2949308753013611,0.2460317462682724,0.3492063581943512
come si localizza un punto su una mappa,0.23715415596961975,0.3636363744735718,0.1818181872367859,0.26363635063171387,0.19178082048892975,0.3287671208381653
come si sviluppa un tornado,0.19335347414016724,0.3323262929916382,0.24175824224948883,0.3589743673801422,0.18972331285476685,0.3083004057407379
come si sviluppa un tornado e i suoi effetti,0.1807228922843933,0.27108433842658997,0.2904290556907654,0.4092409312725067,0.14328357577323914,0.2328358143568039
come si trova un punto su una mappa,0.17910447716712952,0.3208955228328705,0.21935483813285828,0.3612903356552124,0.17328520119190216,0.3393501937389374
come viene classificato il leopardo delle nevi,0.10958904027938843,0.10958904027938843,0.2857142984867096,0.2857142984867096,0.125,0.125
cosa possiamo fare per aiutare le specie in estinzione,0.13636364042758942,0.2818181812763214,0.17272727191448212,0.27272728085517883,0.14847160875797272,0.28820961713790894
cosa possiamo fare per aiutare le specie in via di estinzione,0.19771863520145416,0.2737642526626587,0.1418439745903015,0.24113474786281586,0.18666666746139526,0.23111110925674438
il mostro nero e un tornado,0.08974359184503555,0.14102564752101898,0.1666666716337204,0.23333333432674408,0.1666666716337204,0.2450980395078659
il mostro nero tornado che cos Ã¨,0.156521737575531,0.19130434095859528,0.2586206793785095,0.3103448152542114,0.156521737575531,0.19130434095859528
quali cibi forniscono carboidrati,0.2926829159259796,0.2926829159259796,0.4516128897666931,0.4838709533214569,0.2926829159259796,0.2926829159259796
quali sono due ingredienti del dolce tipico della festa del papa,0.6000000238418579,0.6000000238418579,0.6486486196517944,0.6486486196517944,0.6666666865348816,0.6666666865348816
quali sono gli altri nomi del tornado,0.0357142873108387,0.0357142873108387,0.0357142873108387,0.0357142873108387,0.0357142873108387,0.0357142873108387
quali sono i tipi di eruzione,0.15853658318519592,0.25609755516052246,0.032608695328235626,0.032608695328235626,0.12807881832122803,0.15763546526432037
quali sono le coordinate geografiche,0.2298850566148758,0.36781609058380127,0.05454545468091965,0.05454545468091965,0.31707316637039185,0.37804877758026123
quali sono le regole del basket,0.1666666716337204,0.2976190447807312,0.0670391097664833,0.08938547223806381,0.2507837116718292,0.369905948638916
quali sono le regole del tennis,0.29347825050354004,0.5054348111152649,0.06666667014360428,0.10476190596818924,0.20055709779262543,0.46796658635139465
quando e nato il tennis,0.1304347813129425,0.1304347813129425,0.09836065769195557,0.16393442451953888,0.08888889104127884,0.08888889104127884
quanti esemplari di leopardo delle nevi sono rimasti,0.2222222238779068,0.29629629850387573,0.37037035822868347,0.40740740299224854,0.2666666805744171,0.31111112236976624
quanti esemplari rimangono di leopardo delle nevi,0.239130437374115,0.21739129722118378,0.42553192377090454,0.42553192377090454,0.13114753365516663,0.09836065769195557
quanti giocatori ci sono in ogni squadra di basket,0.14525139331817627,0.14525139331817627,0.14525139331817627,0.14525139331817627,0.14525139331817627,0.14525139331817627
quanti sono i fantasmi delle montagne,0.06629834324121475,0.0883977934718132,0.08988764137029648,0.11235955357551575,0.07567567378282547,0.0972972959280014
tre animal a rischio estinzione,0.04938271641731262,0.06172839552164078,0.07361963391304016,0.08588957041501999,0.048192769289016724,0.0602409653365612
trova tre animali a rischio di estinzione,0.0,0.0,0.0,0.0,0.0,0.0
velociraptor dove e quando e vissuto,0.1548387110233307,0.16774193942546844,0.1195652186870575,0.15217390656471252,0.1702127605676651,0.1702127605676651
esemplari fantasma delle montagne,0.05882352963089943,0.0784313753247261,0.08438818901777267,0.1181434616446495,0.03980099409818649,0.05970149114727974
leopardo delle nevi,0.04395604506134987,0.05494505539536476,0.0833333358168602,0.1145833358168602,0.07407407462596893,0.095238097012043
leopardo delle nevi classificazione,0.07999999821186066,0.1066666692495346,0.09876543283462524,0.08641975373029709,0.08053690940141678,0.08053690940141678
altri nomi del tornado,0.06666667014360428,0.06666667014360428,0.0,0.0,0.04878048598766327,0.04878048598766327
animali a rischio di estinzione,0.0979020968079567,0.1258741319179535,0.0882352963089943,0.11764705926179886,0.08633093535900116,0.10071942210197449
azioni per evitare estinzione degli animali,0.06741572916507721,0.12359550595283508,0.12206573039293289,0.2065727710723877,0.07567567378282547,0.0972972959280014
che velcitÃ  puÃ² raggiungere un tornado,0.2368421107530594,0.2631579041481018,0.125,0.2291666716337204,0.16129031777381897,0.16129031777381897
come aiutare gli animali in via di estinzion^?,0.1690962165594101,0.262390673160553,0.14746543765068054,0.21198156476020813,0.09574468433856964,0.1595744639635086
come aiutare gli animali in via di estinzione?,0.13291139900684357,0.2721518874168396,0.1428571492433548,0.21904762089252472,0.19512194395065308,0.31707316637039185
come aiutare le specie in estinzione,0.14906832575798035,0.260869562625885,0.0972972959280014,0.0972972959280014,0.10227272659540176,0.13636364042758942
come aiutare le specie in estinzione focus,0.13770492374897003,0.24918033182621002,0.08571428805589676,0.12380952388048172,0.1818181872367859,0.280303031206131
come possiamo aiutare le specie in pericolo,0.17605634033679962,0.3380281627178192,0.17733989655971527,0.3251231610774994,0.1818181872367859,0.32575756311416626
come possiamo salvare gli animali quasi estinti,0.1589958220720291,0.2092050164937973,0.13772454857826233,0.227544903755188,0.15757575631141663,0.2545454502105713
come si forma un tornado,0.18768328428268433,0.29325512051582336,0.2554744482040405,0.43795621395111084,0.20155039429664612,0.3488371968269348
la classificazione del leopardo delle nevi,0.1269841343164444,0.1428571492433548,0.14569535851478577,0.1589404046535492,0.12598425149917603,0.14173229038715363
mostro nero,0.009661835618317127,0.009661835618317127,0.03669724613428116,0.03669724613428116,0.0,0.0
qual Ã¨ il vulcano attivo piÃ¹ antico,0.0602409653365612,0.0602409653365612,0.17894737422466278,0.23157894611358643,0.0602409653365612,0.0602409653365612
quale tipologia di eruzione provoca piÃ¹ danni?,0.11999999731779099,0.11999999731779099,0.10256410390138626,0.10256410390138626,0.2926829159259796,0.2926829159259796
quali animali sono in via di estinzione,0.20408163964748383,0.20408163964748383,0.054054055362939835,0.054054055362939835,0.2199999988079071,0.2199999988079071
quali sono gli esemplari rimasti di fantasma ...,0.21167883276939392,0.2846715450286865,0.07999999821186066,0.09600000083446503,0.13513512909412384,0.20270270109176636
quando Ã¨ avvenuto il mostro nero,0.24390244483947754,0.24390244483947754,0.2631579041481018,0.3684210479259491,0.24390244483947754,0.24390244483947754
quante specie di leopardi delle nevi esistono,0.3030303120613098,0.3636363744735718,0.13953489065170288,0.23255814611911774,0.1538461595773697,0.1538461595773697
quanti esemplari sono rimasti di fantasma del...,0.10837438702583313,0.15763546526432037,0.08121827244758606,0.10152284055948257,0.0845070406794548,0.0845070406794548
quanti sono gli esemplari di leopardo delle nevi,0.40909090638160706,0.40909090638160706,0.17241379618644714,0.2068965584039688,0.32258063554763794,0.32258063554763794
quanti sono gli esemplari rimasti di fantasma ...,0.1702127605676651,0.21276596188545227,0.27397260069847107,0.3561643958091736,0.14705882966518402,0.1764705926179886
sinonimi del tornado,0.05000000074505806,0.10000000149011612,0.04878048598766327,0.04878048598766327,0.2857142984867096,0.2857142984867096
tigre bianca,0.020942408591508865,0.03141361102461815,0.01895734667778015,0.028436018154025078,0.010309278033673763,0.010309278033673763
velocitÃ  massima del tornado,0.1525423675775528,0.16949152946472168,0.16867469251155853,0.14457830786705017,0.19230769574642181,0.19230769574642181
velocitÃ  massima di un tornado,0.25641027092933655,0.25641027092933655,0.19718310236930847,0.1690140813589096,0.3076923191547394,0.3076923191547394
3 animali in estinzione,0.0,0.0,0.0,0.0,0.0,0.0
classificazione del leopardo delle nevi,0.10169491171836853,0.11299435049295425,0.10050251334905624,0.14070351421833038,0.0903954803943634,0.10169491171836853
classificazione leopardo delle nevi,0.07453416287899017,0.09937888383865356,0.12999999523162842,0.20000000298023224,0.0625,0.08749999850988388
come aiutarele specie in estinzione,0.20129869878292084,0.3636363744735718,0.09909909963607788,0.12612612545490265,0.2628205120563507,0.3910256326198578
come possiamo aiutare le specie in estinzione,0.21203438937664032,0.32664754986763,0.15315315127372742,0.22522522509098053,0.1946902722120285,0.34808260202407837
come si chiama Monica,0.21052631735801697,0.21052631735801697,0.09090909361839294,0.09090909361839294,0.19354838132858276,0.19354838132858276
come si formano i vulcani?,0.2755555510520935,0.3733333349227905,0.29729729890823364,0.3963963985443115,0.1875,0.2767857015132904
come si trovano i vulcani?,0.2688172161579132,0.29032257199287415,0.14606741070747375,0.17977528274059296,0.1931818127632141,0.22727273404598236
come viene classificato il leopardo delle nevi?,0.11594203114509583,0.10144927352666855,0.23529411852359772,0.1764705926179886,0.11764705926179886,0.11764705926179886
cosa possiamo fare per aiutare le specie in es...,0.20192307233810425,0.25961539149284363,0.16938111186027527,0.2410423457622528,0.17204301059246063,0.2293906807899475
sviluppo di un tornado e i suoi effetti,0.10169491171836853,0.1355932205915451,0.28057554364204407,0.4532374143600464,0.2330097109079361,0.33656957745552063
tipo di eruzione piÃ¹ dannoso,0.09278350323438644,0.10309278219938278,0.14847160875797272,0.20087336003780365,0.08376963436603546,0.09424083679914474
tornado,0.01075268816202879,0.01075268816202879,0.019607843831181526,0.019607843831181526,0.010810811072587967,0.010810811072587967
tornado mostro nero,0.03311258181929588,0.03311258181929588,0.0,0.0,0.034934498369693756,0.034934498369693756
tornado veloce,0.019801979884505272,0.019801979884505272,0.028169013559818268,0.028169013559818268,0.019900497049093246,0.019900497049093246
tornado velocita,0.010471204295754433,0.010471204295754433,0.019999999552965164,0.019999999552965164,0.010526316240429878,0.010526316240429878
tornado velocita mostro nero,0.125,0.125,0.1818181872367859,0.1818181872367859,0.41860464215278625,0.41860464215278625
velocita tornado,0.010638297535479069,0.010638297535479069,0.02150537632405758,0.02150537632405758,0.010638297535479069,0.010638297535479069
vulcani tipologia di eruzioni danni,0.07821229100227356,0.10055866092443466,0.14084507524967194,0.17840375006198883,0.07909604161977768,0.10169491171836853
vulcano attivo antico,0.023668639361858368,0.03550295904278755,0.020202020183205605,0.03030303120613098,0.023668639361858368,0.03550295904278755
vulcano piÃ¹ antico attivo,0.09090909361839294,0.10389610379934311,0.14814814925193787,0.190476194024086,0.07792207598686218,0.09090909361839294
