query,OG_sentiment_JSD,OG_emotion_JSD,RQ_male_sentiment_JSD,RQ_male_emotion_JSD,RQ_female_sentiment_JSD,RQ_female_emotion_JSD,RQ_neutral_sentiment_JSD,RQ_neutral_emotion_JSD
quanto Ã¨ alta la tomba del padre micerino,0.08544983428460895,0.007051709416346138,0.030591925658732783,0.006066281063135073,0.022215588245822156,0.004803646376228121,0.042899449770869735,0.004769747323035439
quanto Ã¨ alta la tomba di Chefren,0.03641935422494239,0.011198652984111377,0.06341866076987202,0.007206175986910901,0.03771646118563361,0.004827299029468794,0.04482324399004873,0.004983846460875723
quanto Ã¨ alta la tomba di micerino,0.05686377378180995,0.009002325643037847,0.034799956296915464,0.011544297809988377,0.06302200694357625,0.0076744574140942615,0.06488038457736713,0.00689421602172248
quanto Ã©l alta la tomba di micerino,0.11572135057187873,0.006705781734650465,0.05584108675326151,0.006776001881259273,0.0474860566653915,0.004536315728546566,0.034711912502671596,0.007720045648430522
regioni italÃ©8iane con piu` squadre di pallavolo,0.04642996897141365,0.005168841620891054,0.028916303031777987,0.005059046158015798,0.03686715564235357,0.005813383276227984,0.025899928213957975,0.0021812388475709824
tre animali a rischio di estinzione,0.011474161875190307,0.004844900880526472,0.02271494288900731,0.006448659830428213,0.0775950968994292,0.0057137863542453295,0.06003749721978496,0.007675832814314486
tre animali a rischio estinzione,0.026534599094747015,0.004970575806119885,0.02271494288900731,0.006448659830428213,0.0775950968994292,0.0057137863542453295,0.047773324500193524,0.004513813680977568
tre animali in via di estinzione,0.03775019529260019,0.012321642858063976,0.009301229402530834,0.0026941845147884654,0.028563656476119637,0.009156893408218764,0.031175557649643203,0.00754553178623211
trova 3 animali a rischio di estinzione,0.14379589507112162,0.0157970436717661,0.006267909568476322,0.003022678610362665,0.02983902011106855,0.004271543137929434,0.012794139815904349,0.003493528697786257
un bambino sano quanto pasti fa al giorno,0.046191009068442486,0.006478283007404408,0.02271494288900731,0.006448659830428213,0.04219802668445525,0.01139879766587145,0.01539188797642282,0.006558202066560593
un fantasma delle montagne foto,0.030210840111971577,0.005810310505576404,0.03895864794269875,0.006448659830428213,0.03642259855934585,0.01139879766587145,0.02327879842210881,0.003404578381725833
vulcano attivo piu atlantico,0.01794098394337078,0.00513189376128113,0.04538465294891485,0.0022051698106915645,0.016512080939084222,0.006404973011273349,0.0074590174816941135,0.0040086478008769825
wwf in via di estinzione,0.09282394910211883,0.006613602239035172,0.03602103622096459,0.0026941845147884654,0.016719891976689473,0.01139879766587145,0.01539188797642282,0.006558202066560593
zigurat,0.041739822656106,0.0068987969918496974,0.036450187149222546,0.0044381632441835355,0.03642259855934585,0.009907974651525297,0.06314825662476788,0.01095541941277424
i vantaggi della dieta mediterranea,0.039132832636681054,0.0042678109229552005,0.020750661849234252,0.0038786567159371957,0.04033574081336919,0.004560608641131851,0.04437799799030746,0.004038405488300681
il leopardo delle nevi e invertebrato o vertebrato,0.01556847337132255,0.006503553291576871,0.04437536178167146,0.004421927319506841,0.016719891976689473,0.01139879766587145,0.03996697063582269,0.00594958063137311
chi era san giuseppe,0.0991028739123801,0.006106913912886151,0.026586669074028003,0.004577831890793767,0.016719891976689473,0.01139879766587145,0.05187080133610572,0.005618165033561691
come e nata la festa del papa,0.03334144886834372,0.007972210966060435,0.06798390874372162,0.006062651559364097,0.05053601891457544,0.00439238259223106,0.034386485043904645,0.006664960791826958
come possiamo aiutare gli animali in estinzione,0.07400727072146336,0.005855127672355,0.0591300058306277,0.003589710909834068,0.015623633431302563,0.003997893790268928,0.06064344605254258,0.006618360393208287
come si formano i vulcani,0.043624804685671155,0.003871159422817871,0.05106054587723032,0.00858089352699694,0.015468392607812981,0.00396327527060696,0.044530420968658856,0.0054854485612110425
come si localizza un punto su una mappa,0.04868300247924585,0.006695460638821488,0.04796568052710145,0.006274430481887737,0.048006952841056064,0.005107765659283538,0.04817965139081445,0.00921142676617172
come si sviluppa un tornado,0.009719677146266358,0.005151126029836495,0.01636550824822814,0.003312269151215075,0.06531154727521883,0.008594003865843396,0.05645943206219863,0.011030373162313398
come si sviluppa un tornado e i suoi effetti,0.010617782296140901,0.0061072576326818015,0.016775119683774403,0.0034124074858035433,0.021885654158622876,0.007189231179862203,0.07246661035891261,0.008337152091133808
come si trova un punto su una mappa,0.030503316023776945,0.009577753657413778,0.036105749557042204,0.0033153847064459597,0.023340785060543136,0.005350943159034382,0.04785971158701489,0.01072652300946912
come viene classificato il leopardo delle nevi,0.0026574956557753513,0.006075933262264726,0.022278811916634132,0.006671208429381261,0.051040341948418444,0.00481203331637396,0.04775424074224184,0.009965465928286928
cosa possiamo fare per aiutare le specie in estinzione,0.069831861639225,0.006650125202486641,0.07724432720995912,0.0058753242685115155,0.09666837698297563,0.006503239355846918,0.08912975255170545,0.006048468224921172
cosa possiamo fare per aiutare le specie in via di estinzione,0.05539354116979687,0.007030527904316464,0.09276777797415017,0.004942242622954509,0.04002234925467228,0.0068379781407404035,0.04416959716745903,0.005010352236205883
il mostro nero e un tornado,0.03779405297842478,0.00479225052680711,0.05430749176412364,0.006883460633075774,0.07064689156787941,0.006380520998203611,0.0255602719888377,0.003123249348683807
il mostro nero tornado che cos Ã¨,0.05488293687530139,0.007816763510871778,0.046144878651288454,0.006951929835366783,0.043865677423889485,0.00984548913722749,0.07524264480075105,0.009359773515037096
quali cibi forniscono carboidrati,0.028784786065507644,0.009819196313130062,0.07095011059989587,0.0068603140332692825,0.06880604979763429,0.004576691182372323,0.01461939989230643,0.005085219287494082
quali sono due ingredienti del dolce tipico della festa del papa,0.01641547536425097,0.009030941916960647,0.004736835399597092,0.011351491589984337,0.051144233419447814,0.012436215031030243,0.033469612135009666,0.007235901471791414
quali sono gli altri nomi del tornado,0.09117899968797219,0.009555316883283064,0.04721993593852924,0.00662894334965122,0.039299697917805,0.003198388133869508,0.026485600825311605,0.007520075358257002
quali sono i tipi di eruzione,0.04601411548929047,0.004249804258249484,0.04025555958556606,0.0052310062236482,0.016564148559039517,0.0041415400241754255,0.04056475911558607,0.009472617703585205
quali sono le coordinate geografiche,0.04292758141124608,0.008013208440107533,0.01687061903451836,0.005979671029639053,0.04613196736226993,0.006722813554306242,0.07955268678460566,0.008605750780068267
quali sono le regole del basket,0.04485027078970469,0.005734492553468105,0.03538797034287207,0.005286987432869389,0.023966903075000656,0.007777345423316636,0.0669722189575483,0.005686263362002378
quali sono le regole del tennis,0.051790914850087647,0.011520206126064551,0.023150924451157927,0.007541735188136918,0.009386993960359384,0.004162522477182163,0.05653347057837304,0.005893027450649536
quando e nato il tennis,0.06072629195952384,0.01639837196620337,0.10070724291969954,0.01008292621398604,0.035223696183109325,0.0063814088760594575,0.0304126792320336,0.007247308702826548
quanti esemplari di leopardo delle nevi sono rimasti,0.029235729978495554,0.00866786961147871,0.03085148408819562,0.00465358890318124,0.05697787029957985,0.0040414848261082605,0.0411935438067215,0.007573730010587798
quanti esemplari rimangono di leopardo delle nevi,0.03001034367419366,0.0040644499629055204,0.029344520894350797,0.0066861347627600225,0.01699406709596503,0.009988190169376788,0.054262558614177656,0.0066868883371965565
quanti giocatori ci sono in ogni squadra di basket,0.02642967256998053,0.006604179006669923,0.009576947846069552,0.008468904923877136,0.0014524526484245327,0.00637214579016326,0.012135040682349283,0.00926396763156703
quanti sono i fantasmi delle montagne,0.03372219531365536,0.006865024804237759,0.05827265694213305,0.00955295828849669,0.060792464729827356,0.006086101726154491,0.0407710390581524,0.0060832342990949
tre animal a rischio estinzione,0.023199727276429823,0.005483183794096236,0.02271494288900731,0.006448659830428213,0.051372019429766276,0.0049230424519674625,0.04727904550319006,0.003898416697285384
trova tre animali a rischio di estinzione,0.14379589507112162,0.0157970436717661,0.025700211134374092,0.007285488253989678,0.02983902011106855,0.004271543137929434,0.012794139815904349,0.003493528697786257
velociraptor dove e quando e vissuto,0.10741508272727246,0.011825371907539491,0.01948794529848191,0.0027352905128888677,0.02644315583287565,0.0025626056376917045,0.017532785163918225,0.004231051425542529
esemplari fantasma delle montagne,0.048419712168174985,0.00431322485707468,0.028934601647634277,0.004832824897933227,0.049026301711622366,0.006431759535386069,0.009232341556332645,0.0034073669147173403
leopardo delle nevi,0.038719275089895644,0.003751384888657274,0.060099847262149904,0.006448659830428213,0.01929191434544475,0.008068830564161437,0.03474439894527362,0.0058663088081187635
leopardo delle nevi classificazione,0.018073428749204746,0.003413304356049952,0.04617300646084708,0.004085275794902244,0.04704348999141796,0.007994596720029296,0.017803499255956198,0.004730258883388388
altri nomi del tornado,0.06828194675983615,0.013732657867018645,0.016839925242956712,0.010935376867199543,0.06037088842462328,0.003386802964835123,0.021926078115825084,0.007024958610932233
animali a rischio di estinzione,0.033198232922399866,0.005529729467046378,0.023492125700079854,0.004766324119134866,0.0363241892901487,0.006324267341749266,0.02612834107844765,0.004279579886175448
azioni per evitare estinzione degli animali,0.06897748666249119,0.007105800002974484,0.022023965149276,0.006661492313286619,0.020782465562426713,0.004368800269781742,0.017724292585219386,0.005247657581807155
che velcitÃ  puÃ² raggiungere un tornado,0.015111171133641677,0.006803001296615528,0.03788121421100177,0.00945212707146845,0.059906010672266335,0.01139879766587145,0.007516744128411068,0.004222164891342737
come aiutare gli animali in via di estinzion^?,0.0396989140350104,0.006072615881922569,0.023073506271228294,0.005769005408539418,0.01993780070636043,0.006203672134155406,0.04101203944078331,0.001827501337916368
come aiutare gli animali in via di estinzione?,0.026278441486224578,0.0030663329800588502,0.02122693214964403,0.003436557987267449,0.03153212444451261,0.008257023884557384,0.014911857627767035,0.0036010112639552963
come aiutare le specie in estinzione,0.07461767945999496,0.007242593661768786,0.027592287576407276,0.004376110309536449,0.03733011686181644,0.005895418173722027,0.04981556564472749,0.006362785501290647
come aiutare le specie in estinzione focus,0.05209083429502752,0.008285733514602298,0.041983628442004886,0.0035464477898894866,0.031150142117093115,0.004729105616837331,0.09333653308636751,0.005466938491320166
come possiamo aiutare le specie in pericolo,0.05496257687929576,0.0067721970813317675,0.006246013542057393,0.005827867717671714,0.021780387479517785,0.0056323558763312805,0.03729762012386994,0.00587755522309871
come possiamo salvare gli animali quasi estinti,0.07177702002597679,0.007073329611561594,0.04144506281649869,0.006815446034016591,0.023007673843257356,0.005252752125007447,0.018060625376039342,0.0037689121167721073
come si forma un tornado,0.04419707865458199,0.0036856097565506514,0.005032989256111623,0.004607225153854978,0.06623930650845396,0.010027796174070661,0.07432983693237352,0.009590881235377992
la classificazione del leopardo delle nevi,0.03413484175690666,0.005763433171799856,0.043122848629571775,0.002013317582926209,0.03353159372650865,0.003235178368797636,0.00132452391618681,0.003331318909870495
mostro nero,0.0527803960055167,0.007127890239936444,0.030747081683398406,0.007126267244709933,0.029941276944765952,0.011285652186195955,0.04745961814329125,0.0037575105369148445
qual Ã¨ il vulcano attivo piÃ¹ antico,0.04400214868267841,0.004893699451529083,0.06949777788028821,0.003086654702863118,0.06548030173147579,0.006086282005174696,0.022657050248409506,0.006152517135132651
quale tipologia di eruzione provoca piÃ¹ danni?,0.010183591215200008,0.005722672899287802,0.030974743707786787,0.006545954742804148,0.021890385153898607,0.003247853990023134,0.02871143325463707,0.006585161433483819
quali animali sono in via di estinzione,0.04018733772328317,0.010034993176252286,0.03978745210888783,0.0031390397123237704,0.040196588126849786,0.00479954447964157,0.01539188797642282,0.010140566086109195
quali sono gli esemplari rimasti di fantasma ...,0.011865339921586626,0.008449156279025583,0.021280318584506155,0.003879929188205175,0.027236500520023847,0.006026923891834236,0.05897058503437574,0.01294450952941111
quando Ã¨ avvenuto il mostro nero,0.08333620548289332,0.009078866123917123,0.05537071019391673,0.007923294502418297,0.0483934633289881,0.004714082345022382,0.11130715443851773,0.012441268771657129
quante specie di leopardi delle nevi esistono,0.06579533586171926,0.00567459957791605,0.07677969107397822,0.010687710161170453,0.02222368279557815,0.009214524223304463,0.022226596884704634,0.0029560296996919474
quanti esemplari sono rimasti di fantasma del...,0.08226971893007037,0.0070117663258862165,0.07669297925119825,0.011229214063598275,0.01699406709596503,0.009988190169376788,0.019000257578239643,0.008815194041924343
quanti sono gli esemplari di leopardo delle nevi,0.05902003103570795,0.005770758442910321,0.03545246438423796,0.006281673538615301,0.03564107166006438,0.0040414848261082605,0.017616628023998854,0.0035649477885748367
quanti sono gli esemplari rimasti di fantasma ...,0.024903460158508917,0.009219331157481239,0.06541339323280598,0.009391511142236715,0.030944768590715502,0.010383739832075719,0.020566380680778398,0.004178466721996178
sinonimi del tornado,0.07243732304129503,0.01661672260086556,0.02745804271326507,0.008538688772607711,0.0024738083260910128,0.01897089081955408,0.07552208413940448,0.013405632537214074
tigre bianca,0.041134533854654175,0.007172890485876747,0.01981172355071782,0.004334685418453253,0.02634262507980022,0.005931135816716346,0.01920885020459189,0.005121695019032696
velocitÃ  massima del tornado,0.07170059379829229,0.007345723602541034,0.04899664780028568,0.005693924551309219,0.030407065905707378,0.004311841470146146,0.031037320900366493,0.0014564055079454988
velocitÃ  massima di un tornado,0.013928474336428992,0.008761988451136921,0.0499990132885803,0.0035360603509770384,0.030407065905707378,0.004311841470146146,0.031037320900366493,0.0014564055079454988
3 animali in estinzione,0.1756151526234017,0.01793547756379085,0.02271494288900731,0.006448659830428213,0.03642259855934585,0.01139879766587145,0.011325926194021322,0.0077370288796355545
classificazione del leopardo delle nevi,0.027888124862553123,0.003778408475603825,0.05187893771628773,0.004227257146026604,0.053577242277432754,0.006144467193195383,0.03209063815166606,0.0034553690408152438
classificazione leopardo delle nevi,0.044637407137168114,0.007790621443464445,0.04617300646084708,0.004085275794902244,0.04704348999141796,0.007994596720029296,0.043264941619432264,0.0040849964324000555
come aiutarele specie in estinzione,0.06532925043579568,0.007798874737299465,0.018152243914765134,0.005156612618767499,0.05190286265383619,0.006300267388401379,0.09333653308636751,0.005466938491320166
come possiamo aiutare le specie in estinzione,0.07058314539730828,0.007436233555771059,0.041235328097500606,0.005567327646931483,0.08478180637873231,0.005707412515905972,0.050091573911875395,0.00446818145919174
come si chiama Monica,0.08454834740059945,0.005851207448511455,0.0708338204114075,0.006912947339751063,0.08270784775105872,0.005018522441667603,0.01539188797642282,0.006558202066560593
come si formano i vulcani?,0.017427486183187655,0.004091992315617066,0.05106054587723032,0.00858089352699694,0.05992657066268564,0.0029698140493928755,0.043594887617978126,0.008178017843874874
come si trovano i vulcani?,0.03608258113657355,0.004459201940717217,0.06847983220280528,0.002655006513768399,0.06265879305009027,0.013105435124990314,0.049892784516252425,0.008427000458445811
come viene classificato il leopardo delle nevi?,0.004503915665133625,0.006075933262264726,0.007524664835410905,0.0040196662830647,0.05140230177658118,0.005404842409443181,0.07560868491398082,0.003325731757939023
cosa possiamo fare per aiutare le specie in es...,0.030121052801340656,0.006599694339607583,0.027257904903120325,0.006052857644891253,0.008369702852300811,0.0049142635685260104,0.05936936251551146,0.006325323791110039
sviluppo di un tornado e i suoi effetti,0.035711178255642,0.0069281112333806055,0.011038838652303673,0.004507347204201344,0.028642589906741543,0.004168147433070191,0.05712049577652656,0.008233156881632904
tipo di eruzione piÃ¹ dannoso,0.021212095782072327,0.007550290714508587,0.019524878533652677,0.004346197336525815,0.03231174518132089,0.005874369888927272,0.02948905815388624,0.0027113952439591998
tornado,0.04227110159789865,0.006585142912244687,0.025328772714642324,0.0033667432850813532,0.026556588129390494,0.0031805691370801943,0.022011643064903094,0.00818043371921861
tornado mostro nero,0.053386423956694025,0.00681691028179818,0.013330396969339723,0.003558502704656549,0.020473679049527994,0.006818205924115918,0.04434500949203127,0.007970009027996721
tornado veloce,0.03183668603085652,0.0071134070030464906,0.01853370362898355,0.0025929341218106443,0.011421970747063217,0.0027768262919337736,0.0382900248089184,0.008388104202372675
tornado velocita,0.0350071386154631,0.007440607381453949,0.025328772714642324,0.0033667432850813532,0.026556588129390494,0.0031805691370801943,0.02754974387946041,0.005585986614490882
tornado velocita mostro nero,0.05228825772374149,0.005560184053426375,0.02709106757263599,0.005897890967614365,0.02701744297940296,0.008887398095809974,0.05011244833037355,0.004036045793443665
velocita tornado,0.055100631598229186,0.006471867723578931,0.024672101553648438,0.006073141907568845,0.03216271693711584,0.0068768400705139345,0.047380634000499994,0.003996354361632145
vulcani tipologia di eruzioni danni,0.03460635180360409,0.006866039739436137,0.03040067801561121,0.004767052886679524,0.03431366743160962,0.006459377858754444,0.023158989861702815,0.004151825559690929
vulcano attivo antico,0.0681211538592971,0.00761604736511192,0.02073447811190542,0.0044463634692268016,0.015417023502836311,0.004417540223940409,0.015515329715013217,0.002931361695752241
vulcano piÃ¹ antico attivo,0.03488061755382869,0.003544991462266929,0.03101417061889458,0.004262798192946395,0.022906047653612326,0.005691943330078801,0.028052317969381544,0.004929333017294973
