query,text_sample,position,positive,negative,neutral,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
Di cosa si occupa il WWF ?,"WWF nell'Enciclopedia Treccani - Treccani, il portale del .... - Sigla di World Wildlife Fund, organizzazione internazionale non governativa costituita nel 1961 a Morges (Svizzera) e la cui sede è stata successivamente trasferita a Gland presso Losanna; nel 1986 ha assunto la denominazione di Worldwide fund for nature, mantenendo la sigla precedente. Il WWF ha come scopo la tutela dell’ambiente naturale, attraverso la protezione delle specie in ...",8,14.754694443548388,15.538709322580646,69.70659696774193,12.045450037499899,13.51016714212016,11.448147982048496,13.295180718951565,11.299494296238045,10.8317035541694,11.97480246881666,15.595053800155743
Di cosa si occupa il WWF ?,"Greenpeace - Wikipedia. Il portavoce di Greenpeace International, Mike Townsley, ha attribuito la perdita all'errore di valutazione di un dipendente e si è parlato di lacune nel sistema di controllo amministrativo interno. Il portavoce si è scusato con i sostenitori, appellandosi alla loro comprensione del fatto che anche la loro organizzazione non è perfetta.",9,15.644751200000002,18.757157509433963,65.59809149056605,11.56943770424466,14.015268703956787,11.063615735648122,13.418985260903254,10.866990605990027,11.4011972382465,11.408361299469359,16.256143451541266
Di cosa si occupa il WWF ?,"Leone - Animali in estinzione | WWF Italy. Inoltre, il WWF in collaborazione con l'Unione Internazionale per la Conservazione (IUCN) ha promosso il progetto internazionale TRAFFIC (Trade Record Analysis of Flora and Fauna in Commerce) che si occupa del controllo e della lotta al commercio illegale di specie.",10,13.662418269565215,11.699723682608695,74.63785826086956,11.769706977463814,13.43095257966005,11.471984172904353,13.847326653991509,11.552226151051036,10.866863145634193,11.323237083639224,15.737703235655792
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Pacific Trash Vortex - Wikipedia. Vogliono capire come mai 4 milioni di tonnellate di rifiuti di plastica (a partire dai 335 milioni di tonnellate di plastica prodotti ogni anno nel mondo di cui si stima circa l'80% finisca in discarica o nell'ambiente) si siano dati appuntamento li nella grande chiazza nell'Oceano Pacifico del nord, spinti dalle correnti circolari capaci di ...",1,15.969256214285712,14.437512464285712,69.59323133928572,11.42460785138368,13.653588674605588,10.453158469891152,12.627692482361768,12.229628809325604,12.578983069640733,12.515585564336943,14.516755078454501
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Materie plastiche - Wikipedia. La lavorazione più usata per produrre in serie oggetti in plastica è lo stampaggio ad iniezione. Si fa con speciali presse (dette ""presse per iniezione termoplastica""), che fondono i granuli di materia plastica e la iniettano ad alta velocità e pressione negli stampi, dove il polimero, raffreddandosi, assume la geometria voluta.",2,13.168187574074071,11.688607518518516,75.1432055925926,11.95183885989471,13.450115415972553,10.004478895539336,13.5076225946389,11.125213855776185,11.627986376503959,12.761623714192899,15.571120287481428
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Bisfenolo A: dove si trova - Idee Green. Si può quindi parlare di uno dei monomeri principali derivante dalla produzione del policarbonato. Bisfenolo A: dove si trova. Nelle plastiche e nei suoi derivati troviamo grandi quantità e vasto uso di BPA, questo vale per prodotti anche che hanno 50 anni perché è da oltre mezzo secolo che questa molecola viene utilizzata in tal frangente.",3,15.892006677419355,16.18178234516129,67.92621079032259,12.709363284130657,12.84767612074619,11.478062862754701,13.459466373913658,11.476443514280845,11.842997204727142,10.64806543567676,15.537925203770007
Dove si trova Ä¾isola di plastica Cosa Ã¨,"L'isola di spazzatura del Pacifico (Pacific Trash Vortex). 30 novembre 2017 2 dicembre 2017 Hellogreen In Evidenza, News. Il Pacific Trash Vortex (isola di spazzatura del Pacifico) è un enorme ammasso di rifiuti, in prevalenza frammenti di plastica, che le correnti hanno radunato nel corso dei decenni un una zona dell’Oceano Pacifico che si trova tra il 135° e il 155° parallelo Nord, ...",4,13.66767652631579,17.13456207894737,69.19776192982457,12.664527531937978,13.346474380487663,11.233594976588117,13.131229543057557,12.043513938663834,11.485115138965012,12.798024442869984,13.29752004742982
Dove si trova Ä¾isola di plastica Cosa Ã¨,Pescatori impegnati a ripulire i fondali del golfo di .... Pescatori impegnati a ripulire i fondali del golfo di Salerno. Ecco cosa e dove si trova. I pescatori salernitani stanno diventando gli spazzini del mare. I fondali del Golfo di Salerno sono pieni ...,5,16.084060714285712,13.733460654761902,70.18247835714287,11.396267038186918,13.757917383465523,12.058393043522255,14.359925649928815,10.532621591944409,12.836679622394373,12.343765695073472,12.714429975484201
Dove si trova Ä¾isola di plastica Cosa Ã¨,"GOSblog: L’isola di plastica - gosblogsurf.blogspot.com. Sono state intraprese diverse iniziative per studiare il fenomeno ed educare il pubblico sulle sue implicazioni. Per attirare attenzione sulla cosa, l’erede di una delle fortune più cospicue al mondo, David de Rothschild, ha intrapreso un’impresa straordinaria: un viaggio nel Pacifico a bordo del Plastiki, un catamarano di 20 metri fatto di bottiglie di plastica e rifiuti riciclati.",6,15.211800795081967,12.602317926229508,72.18588114754098,12.020791576011211,12.569930760529518,10.508720911643483,13.014280580465273,12.646347399152782,11.449471653559579,12.769118306316862,15.021338812321261
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Botulino, intossicazione dalle conserve: come riconoscerlo .... Dove si trova il botulino. ... Pericolo tracina al mare: cosa fare in caso di puntura e come riconoscerla 1.800. Le protesi dentali sono pericolose per la salute se non sono a norma: come ...",7,16.038873815789472,15.868199078947368,68.09292694736843,13.260301186940445,11.654594285252875,9.753854516624154,14.902874216682802,12.017879143608491,12.257261460456098,11.798934453543824,14.354300736891274
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Ecco da dove veniva (forse) la cometa-sigaro Oumuamua - Wired. Ecco da dove veniva (forse) la cometa-sigaro Oumuamua ... che almeno un milione di anni fa si trovava a quasi 2 anni luce dal punto in cui si sarebbe trovato Oumuamua, abbastanza vicino dunque ...",8,20.08763518604651,22.092924255813955,57.81943998837209,12.081455940678229,12.835329101006623,9.615146501804565,12.152310423663396,11.445781895360158,12.182354976023522,13.346167673665175,16.341453487798297
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Allergie a... - Medico 2000. Linfa di una pianta che si trova in Sud America che viene usata per aromatizzare e profumare. Dove si trova: Il balsamo del Perù è usato come profumazione in molti cosmetici, profumi, rossetti, -creme medicate, in alcuni tè e tabacchi e come aromatizzante in sciroppi e pastiglie per la tosse, chewmng-gum e dolciumi.",9,11.31932642857143,12.965875292857143,75.7147981607143,13.21629383235442,12.224648576322704,11.08615904187015,13.459593599501346,12.83168566982874,11.60038579939678,12.071047458001196,13.510186022724636
Dove si trova Ä¾isola di plastica Cosa Ã¨,"Dove si trovano le microplastiche? Solo nelle bevande .... Le microplastiche sono minuscoli frammenti di plastica che normalmente si trovano nell’acqua, a seguito dello sfaldamento di materiali plastici. (guardate la mia intervista per il TG1: microplastiche) Il tipico inquinamento da microplastiche si tr...",10,12.651905658536586,14.930008658536586,72.41808563414634,13.480429540886366,12.269175335217035,9.930182842945278,14.456194393836515,11.165981937370155,11.227579639053866,12.642854541640421,14.827601769050327
netflix,"Netflix. Watch TV shows and movies anytime, anywhere. Only $7.99 a month. Start your free month.",1,17.60088593333333,19.093797066666667,63.305318133333344,11.536121804073291,13.228360263320841,9.630118184002074,11.304140007364968,14.847676061196877,11.602280865892983,15.394913709434316,12.456389104714633
netflix,"Netflix. Watch TV shows and movies anytime, anywhere. Only $7.99 a month. Start your free month.",2,17.60088593333333,19.093797066666667,63.305318133333344,11.536121804073291,13.228360263320841,9.630118184002074,11.304140007364968,14.847676061196877,11.602280865892983,15.394913709434316,12.456389104714633
netflix,"Get Netflix - Microsoft Store. Download this app from Microsoft Store for Windows 10, Windows 8.1, Windows 10 Mobile, Windows Phone 8.1, Windows Phone 8, Xbox One. See screenshots, read the latest customer reviews, and compare ratings for Netflix.",3,11.52372312121212,16.991000381818182,71.48527648484848,12.05074779183961,14.562399974044688,11.474878683414854,12.876703014623859,12.188507331309172,11.835848592281687,13.074932721819819,11.93598189066629
netflix,"Netflix - Home | Facebook. Netflix. 60M likes. Welcome to the Netflix global page! Watch Netflix original series, films, docs and TV anywhere, anytime on any device. #SeeWhatsNext",4,16.32154857692307,16.799171807692307,66.87927919230769,11.043698857290671,15.006706763078748,11.443866887372891,12.160817635199766,13.749252127995204,11.903010646216801,12.745754227392855,11.946892855453031
netflix,"Netflix - Apps on Google Play. Netflix is the world’s leading subscription service for watching TV episodes and movies on your favorite device. This Netflix mobile application delivers the best experience anywhere, anytime. Get the free app as a part of your Netflix membership and you can instantly watch thousands of TV episodes & movies on your mobile device. If you are not a Netflix member sign up for Netflix and start ...",5,16.819771914285713,17.61133975714286,65.56888834285714,11.029593992012208,14.044316939468136,10.156444258771751,11.627659591978128,14.09905162259088,11.728701721598728,14.328832777417922,12.985399096162235
netflix,"Netflix - YouTube. Netflix is the world's leading internet entertainment service with 130 million memberships in over 190 countries enjoying TV series, documentaries and featur...",6,13.732947909090909,14.422014181818183,71.84503786363635,11.357832403881691,14.926027218612608,9.932281516540195,11.766808696218455,13.462796855310502,10.20806880139024,15.17993693399805,13.166247574048223
netflix,‎Netflix on the App Store. Hey Netflix Hey Netflix I love watching movies and tv on the app but every time I try adding a show or movie to my list it never works I tried adding gremlins and once upon a time and it never works I don’t know if it’s a bug or what but I hope it gets fix,7,13.980941049180329,16.29562950819672,69.72342970491803,11.560404150476227,14.293333582972497,10.520248459880607,12.681334618611432,13.714216172017442,11.186867727504783,14.130285305479621,11.913309983057358
netflix,"Netflix Supported Devices | Watch Netflix on your phone .... TAKE NETFLIX WITH YOU. It’s easy to watch Netflix from anywhere. If Netflix isn’t already on your phone or tablet, you can download our free app from the Apple App Store, Google Play, or the Windows Phone Store.",8,16.762865,20.513879347826087,62.723255847826074,11.999515540427947,13.921335723871566,10.005367747006604,12.041083292516179,13.856730183638291,11.649114926359276,14.01295514274317,12.513897443436942
perchÃ© gli orsi polari si stanno estinguendo,"[Video] Gli orsi polari si stanno estinguendo, morendo di fame. Gli orsi polari si stanno estinguendo ed è così che accade: muoiono lentamente di fame, si trascinano in cerca di cibo. ANIMALI. Il video è eloquente. Sono stati il fotografo di National Geographic Paul Nicklen e alcuni filmmakers di Sea Legacy a registrare l’agonia del povero animale sull ...",1,13.809898862068964,18.24241514655173,67.94768612068968,14.009119326563019,11.47181093961172,9.937967382933346,13.487859851637754,13.010043421609325,13.090364037721397,11.92051877064884,13.072316269274559
perchÃ© gli orsi polari si stanno estinguendo,"Perché gli orsi polari si stanno estinguendo? - Today. Perché gli orsi polari stanno sparendo? Se la vostra risposta è il riscaldamento globale potrebbe non essere totalmente esatto. La classica immagine dell’orso polare su una piccola banchina di ghiaccio è da qualche settimana stata “sostituita” da una ancor più significativa immagine di orsa polare molto magra e sofferente (foto di Kerstin Langenberger, presso le isole Svalbard).",2,15.781103799999999,17.287649923076923,66.93124613076922,12.060609163478702,13.43908259237599,9.838444669817866,13.496929320098468,13.330293129732675,12.35618092563082,12.941675546930947,12.536784651934491
perchÃ© gli orsi polari si stanno estinguendo,"Orsi polari? Non si stanno estinguendo - lanuovabq.it. Orsi polari? Non si stanno estinguendo SVIPOP 14-03-2018 Susan Crockford, docente all'Università di Victoria (British Columbia, in Canada), ha recentemente pubblicato un dettagliato rapporto 2017 sullo stato di salute degli orsi polari. A dispetto delle affermazioni dell' International Union for the Conservation of Nature (IUCN",3,13.050373244897958,12.963303908163265,73.98632289795918,13.789888680386753,13.333231958928025,10.156356233548987,13.105797999750202,13.310199481186075,11.971621945834988,10.274360272084868,14.058543428280066
perchÃ© gli orsi polari si stanno estinguendo,"Orsi polari? Non si stanno estinguendo - La Nuova Bussola .... Perciò gli orsi, che proprio in quel momento escono dalle tane e devono nutrirsi abbondantemente per accumulare grasso corporeo necessario alla sopravvivenza per il resto dell'anno, non trovano più a disposizione le loro prede e si vedono costretti a fronteggiare una pericolosa penuria alimentare.",4,15.983316150943397,18.189251811320755,65.8274324226415,11.971998074408004,13.73841036475689,10.771487384361333,13.075141987538789,11.835035460275847,13.271949640981488,11.092785461672984,14.243191626004648
perchÃ© gli orsi polari si stanno estinguendo,E' vero che gli Orsi Polari si stanno estinguendo a causa .... Sto leggendo degli articoli molto toccanti sulla possibile estinzione degli orsi polari a causa del ritiro dei ghiacciai. Ne sapete qualcosa in più? Tutte le risposte alla domanda E' vero che gli Orsi Polari si stanno estinguendo a causa del ritiro dei ghiacciai?,5,14.467972846153845,13.785329653846153,71.74669686538462,12.869564249905743,12.791033781288954,10.366182497596249,14.50733510291086,11.340832236627708,12.339426418009941,10.955064065457918,14.830561648202584
perchÃ© gli orsi polari si stanno estinguendo,"Il cambiamento climatico sta estinguendo l’orso polare .... Tra il 2001 e il 2010 la popolazione è calata del 40%. Colpa del cambiamento climatico, che scioglie il ghiaccio marino e rende impossibile la caccia per l’orso (Rinnovabili.it) – Il numero degli orsi polari nel mar glaciale a nord dell’Alaska è calato del 40% tra il 2001 e il 2010, e la ...",6,14.224075105769229,15.588343538461539,70.18758055769231,12.84780505955491,12.895468711420083,9.932070459327926,14.107805836750732,11.943359967588373,11.846002518801779,12.448876831619463,13.9786106149367
perchÃ© gli orsi polari si stanno estinguendo,"Un orso ha dato un volto ai cambiamenti climatici .... Scegliendo di condividerla con il mondo intero ha voluto mostrare gli effetti del riscaldamento globale sulla fauna selvatica dell’Artico. “Quando gli scienziati dicono che gli orsi si stanno estinguendo, voglio che le persone realizzino che cosa significa. Gli orsi moriranno di fame. Ecco che aspetto ha un orso che muore di fame”, ha detto.",7,15.746270396825397,19.623227523809526,64.63050166666666,12.557850468776493,13.228897761398503,10.523699455803381,14.485883515839596,12.252002341955514,12.69494486277255,11.89975098026815,12.356970613185778
perchÃ© gli orsi polari si stanno estinguendo,"Orsi polari, è allarme estinzione. Lo conferma un nuovo .... Un recente studio dell'International Union for Conservation of Nature (IUCN) rivela che l'habitat degli orsi polari potrebbe subire una drastica riduzione nel giro di 10 anni. Gli scienziati si appellano ai 'grandi della Terra' ma anche ai singoli cittadini: bisogna ridurre da subito le emissioni di gas serra.",8,16.250039589285713,12.649971241071428,71.09998900000001,11.395912130164373,13.590709704620371,9.736864300018045,13.428295119412558,10.350220779325939,12.799025793909097,12.605542182961043,16.093429989588543
perchÃ© gli orsi polari si stanno estinguendo,Riscaldamento globale: cosa sta accadendo agli orsi polari .... Riscaldamento globale: cosa sta accadendo agli orsi polari? Meno ghiaccio ed estati più lunghe significano meno opportunità di caccia e quindi meno cibo. E così questi animali stanno cambiando le loro abitudini. Questa e altre curiosità su Focus Extra in edicola.,9,17.456760244897957,17.99192829591837,64.5513108367347,11.856925525381364,13.788986404978584,10.901820495499924,13.78126994930857,12.168783779310646,11.74318091603133,12.267800273294052,13.491232656195507
perchÃ© gli orsi polari si stanno estinguendo,"Rischi per la sopravvivenza | WWF Italy. Gli orsi polari vengono iscritti dall’IUCN nella lista delle specie Vulnerabili dall’IUCN basandosi sulla stima che nei prossimi 35-50 anni possa esserci un declino del 30% della specie. , Oggi Oggi gli orsi polare sono fra i pochi grandi carnivori che vantano una distribuzione non molto diversa da quella naturale.",10,13.47803758490566,13.06580303773585,73.45615949056604,12.81958043497512,13.25024515639618,12.256768011862224,12.898294517686235,11.379437227046992,12.063583742596512,11.137074371665943,14.19501653777076
 persona che rispetta la natura,"L'uomo e la natura - Skuola.net. Il rapporto tra l’uomo e la natura può essere considerato sotto diversi aspetti, perché i ruoli che la natura riveste in relazione con esso sono molteplici: habitat, fonte di armonia e di pace ...",1,15.807624864864867,11.77743972972973,72.41493418918918,12.75692395839934,12.133654566264598,11.739559208691281,11.99646879157862,13.031320369816923,11.330175789495131,10.34357063308668,16.6683266826674
 persona che rispetta la natura,"Bios&Derma: la scelta naturale per la pelle e l'ambiente. Linea di prodotti naturali per la cura e l'igiene della persona, realizzati esclusivamente con materie prime di origine naturale. La scelta naturale che rispetta la pelle",2,15.876774852941178,10.533278938235295,73.58994611764706,12.652600519675374,11.967384122236345,10.738961085888015,12.996257089270452,10.462016317053331,12.334169682413162,12.51458913883324,16.334022044630053
 persona che rispetta la natura,"Cosa significa rispettare? - Informasalus.it. Vorrei sottolineare la differenza tra rispetto e tolleranza. Oggi si parla troppo di tolleranza, dimenticando che si ""tollera"" ciò che è di per sé negativo. Quindi, ogni volta che si sventola la bandiera della tolleranza, si sta mettendo in luce qualcosa di per sé sbagliato o negativo... nessuno infatti ""tollera"" un buon gelato!",3,16.419324214285716,15.526475999999997,68.05420011785714,12.380135738199646,10.903749745355144,11.80088872206455,12.63764089808929,12.584903723596758,12.64669197619691,11.096522145404666,15.949467051093006
 persona che rispetta la natura,"Amano e rispettano la natura | Scout S.Maria C.V. 1. Iniziamo questa nuova settimana con il sesto articolo; ” amano e rispettano la natura”; sembra una cosa semplice, scontata e facile da fare, si pensa al non gettare le carte a terra, a non calpestare le aiuole e ad altri piccoli gesti che dovrebbero essere di uso comune; andiamo a vedere più attentamente cosa invece vuole dici questo articolo.",4,16.9475518125,18.31362409375,64.73882441562499,12.633305994428499,12.44648135995325,11.670381928794004,12.411643973649323,11.405191982001172,12.627416229309919,11.384704925759067,15.420873606104731
 persona che rispetta la natura,Il make up che rispetta la pelle e la natura - Opinioni .... > Cura della Persona > ... Opinione su Pupa Natural Side: Il make up che rispetta la pelle e la natura . 2 Opinioni. Scrivi la tua opinione Tutte le opinioni. Il make up che rispetta la pelle e la natura. 18/05/2018. Vantaggi. ottimo. Svantaggi. nessuno.,5,15.254372588235295,10.742113725490197,74.00351313725491,13.413780207088921,11.183247678444141,11.423304662853113,12.475259207631598,12.578530517276745,12.367983065818766,12.004633616335566,14.553261044551109
 persona che rispetta la natura,Frasi con rispetta - esempi - dizy.com. Un gentiluomo è la persona che rispetta le donne vecchie e giovani. Rispetta sempre il prossimo così non andrai mai a nuocere a nessuno. E' un irriverente perché non rispetta nemmeno i propri genitori. Quella scimunita di mia figlia non rispetta mai l'orario di rientro serale. Oggi quasi tutto è lecito e permesso.,6,17.197553624999998,22.07259367857143,60.729852812500006,11.892957507094282,13.183332393764607,12.013290600439364,13.13269964755716,11.992164033032209,12.108642077912682,11.548375364619174,14.128538375580483
