query,OG_sentiment_JSD,OG_emotion_JSD,RQ_male_sentiment_JSD,RQ_male_emotion_JSD,RQ_female_sentiment_JSD,RQ_female_emotion_JSD,RQ_neutral_sentiment_JSD,RQ_neutral_emotion_JSD
come si sviluppa un tornado e i suoi effetti,0.06973530857620236,0.011742348256332183,0.06749658566842741,0.010753391767972978,0.07723539245724123,0.010198556672884905,0.06363798349846779,0.01162067089413518
come si trova un punto su una mappa,0.10535150195065421,0.007218555552151087,0.06592928799979808,0.006290019945380723,0.09545896668475781,0.005309654208617709,0.11065377979270981,0.005484569750620554
come viene classificato il leopardo delle nevi,0.10445455987056056,0.014445530042136567,0.09211237022388885,0.01210486820294697,0.10419042678962519,0.012058390865693618,0.11445587094675877,0.011228314907918152
cosa possiamo fare per aiutare le specie in estinzione,0.12799404244872642,0.005037935262870737,0.08306270688794277,0.004342622993968968,0.06843429476210001,0.002867276795695957,0.1178385798954236,0.004625806376869067
cosa possiamo fare per aiutare le specie in via di estinzione,0.12018061448827846,0.003988813508486837,0.09954181236956237,0.0026604323986008224,0.12877917096548935,0.002931926691576692,0.11734377340599335,0.002796862861835192
il mostro nero e un tornado,0.07375039380513773,0.003231251789662749,0.12377327440958047,0.006471139341624874,0.08770054271626032,0.011347975574252035,0.12806493520546583,0.0073748512204762475
il mostro nero tornado che cos Ã¨,0.05750585357826432,0.00831484522896609,0.045297550242912064,0.008675956800230143,0.03308636681445965,0.014363342012838287,0.026116862157433775,0.009868600623388568
quali cibi forniscono carboidrati,0.10054062077507603,,0.061764895384539296,,0.07210769362127581,,0.09673776568988005,
quali sono due ingredienti del dolce tipico della festa del papa,0.1222369153235447,0.0033340165306314355,0.15367327500830003,0.005483688194671775,0.1322384398615108,0.0016232716480673716,0.13402222822363108,0.005573474724300842
quali sono gli altri nomi del tornado,0.03568017437014571,0.005564665264816786,0.06654502700282731,0.010635072752575145,0.05302291416187213,0.009022241541228602,0.060865628756780595,0.004606275673272627
quali sono i tipi di eruzione,0.05521135089146987,0.010942528678198348,0.04893150641814454,0.010248402716951313,0.05003942225039894,0.013143674406012199,0.029754690202197998,0.02001986501665368
quali sono le coordinate geografiche,0.021042554225149432,,0.06353591143748119,,0.0826274646255656,,0.06820781083471116,
quali sono le regole del basket,0.108701448844805,0.013533719596676356,0.10026920302648522,0.01360720241693541,0.10674321214730623,0.012317454950972419,0.14831111239136627,0.015385335329485914
quali sono le regole del tennis,0.13272827275617832,0.01476550429843981,0.11380834908082553,0.01609302961809685,0.13330296991069923,0.01748303624580601,0.13502046485509858,0.01589774884820207
quando e nato il tennis,0.06480680501595701,0.011135199103345756,0.1285581215972051,0.016334788408166177,0.13179188418106288,0.017160864343909902,0.14388660284589472,0.010112526046591878
quanti esemplari di leopardo delle nevi sono rimasti,0.11964695200082147,0.023762485317977186,0.07983433085931023,0.017592282737649838,0.08941551051228608,0.02112558836500494,0.11865985843983855,0.016869404457847625
quanti esemplari rimangono di leopardo delle nevi,0.08734242037364846,0.017861360189188612,0.06901648828967664,0.01895497317905368,0.047116992751681755,0.01692115390115145,0.08200762974933677,0.019943699905059155
quanti giocatori ci sono in ogni squadra di basket,0.08113651018555412,0.0,0.09529809390315391,0.0060169326832036395,0.05837609247423387,0.004105364458027205,0.0329061310486085,0.00759379503111988
quanti sono i fantasmi delle montagne,0.19999612284861673,,0.037301190288799434,,0.11669974189794306,,0.11317554729609405,
tre animal a rischio estinzione,0.08615374059591048,0.01655536918153515,0.1357446461868029,0.009601607718481392,0.07729211928103842,0.013657376283615172,0.1169938444007682,0.009883619190270858
trova tre animali a rischio di estinzione,0.15224787908301382,0.012863600374688628,0.03691482982870593,0.004205936554350108,0.008416829573643324,0.008998436371926257,0.028085902937970773,0.004810070422959104
velociraptor dove e quando e vissuto,0.03334990506350869,,0.09808447970612102,,0.0801631826349102,,0.11672324645788061,
esemplari fantasma delle montagne,0.10591722378802063,0.0,0.14011866357588687,0.008167655573496935,0.2127188274819319,0.01723968354773219,0.17421350522913126,0.011505815420641049
leopardo delle nevi,0.09834678037871093,0.010867546822071205,0.12018926796214496,0.011187963971054829,0.10772485493745097,0.014127460346425135,0.11332494697524441,0.010531085201122267
leopardo delle nevi classificazione,0.03681446906150915,0.010275043948036558,0.050901829955221314,0.011781761338792414,0.06891252407106224,0.011022499870845146,0.08550036401375415,0.012389060740796015
altri nomi del tornado,0.03772982851959472,0.00660110817385056,0.06750878456706651,0.008907032893089497,0.05427915115490166,0.009177882180247178,0.06900571150041229,0.007737822726507485
animali a rischio di estinzione,0.07553831102744867,0.004147445857818615,0.060741014649599155,0.0037042028336779394,0.08785760522608653,0.00398712367638294,0.08128452864402619,0.0044089431544547366
azioni per evitare estinzione degli animali,0.04567739421362037,0.009127162925140223,0.049802841317944296,0.00898792777800358,0.05095992368119409,0.009537602991496695,0.04200964545629118,0.007611569636462112
che velcitÃ  puÃ² raggiungere un tornado,0.0742968046270946,0.007960165679347875,0.044248601160138464,0.00714633215956636,0.03553660957172307,0.007624625686131347,0.03702151691650383,0.008876581679731222
come aiutare gli animali in via di estinzion^?,0.10151603193534042,0.012569195364945683,0.07856341606232616,0.010135804393915971,0.06595612566373218,0.010788634276765125,0.07971917475398246,0.009961622134541359
come aiutare gli animali in via di estinzione?,0.07182062047364664,0.008058745774845293,0.06529728727732172,0.005972378695810903,0.056114600533390874,0.008803301177764353,0.03647166876370164,0.006839058353083574
come aiutare le specie in estinzione,0.05871262614743434,0.0027107000450160923,0.028679189730570504,0.005195854631825881,0.037985178000777595,0.0030415642074451544,0.06093194550994806,0.003586651679277458
come aiutare le specie in estinzione focus,0.0523978823044257,0.003557773051554838,0.041257177003036154,0.005082249941596049,0.021598053365583323,0.005054880808019336,0.0156834328713043,0.004716083087972382
come possiamo aiutare le specie in pericolo,0.1241688784835547,0.006767568160701152,0.08673204417192538,0.00744780356411314,0.11581398744058442,0.00717988683631996,0.07889273722016682,0.004869196746185104
come possiamo salvare gli animali quasi estinti,0.09855458375187472,0.005505388231201413,0.08456932397444318,0.0067019973716318315,0.08760636665961609,0.008651414100727846,0.10164484390667947,0.009778403431217822
come si forma un tornado,0.06006980069992594,0.010573754881068227,0.05149527463032428,0.013156774800469336,0.07620103155965238,0.01047655852696859,0.0569288900510541,0.011114558619854204
la classificazione del leopardo delle nevi,0.06180385711625575,0.010521635177357103,0.07641639821243222,0.009592319241922043,0.08497631225302568,0.01204166680382055,0.08426762931583152,0.010659266619795929
mostro nero,0.31534294254828593,,0.07754452977561133,0.0,0.11039826084086893,0.009978335991573342,0.05221955841952298,0.012637593257033708
qual Ã¨ il vulcano attivo piÃ¹ antico,0.06695381074491742,0.0,0.06902590735384839,0.006233907972796255,0.03531920922471891,0.0058738789973324535,0.07595957967972064,0.008740215513699506
quale tipologia di eruzione provoca piÃ¹ danni?,0.05063955974318564,0.012531242421813636,0.09072940156360532,0.011154263302574845,0.05875203396046515,0.01474085310425164,0.08010141751985861,0.011019960371798213
quali animali sono in via di estinzione,0.07448083490152019,0.009157563603070596,0.10380925019487794,0.011313889688865908,0.08688126083139598,0.010348670051213114,0.09094034402740271,0.011457573766867065
quali sono gli esemplari rimasti di fantasma ...,0.10601376660725616,0.014144171634614035,0.08808643525332172,0.021113034848139773,0.074074341894845,0.01424790667233895,0.09196663562094336,0.021722823615799594
quando Ã¨ avvenuto il mostro nero,0.10885327703963195,0.0,0.12792731756389764,0.01626387481181713,0.21032091811127215,0.014830898318979035,0.14425703644002602,0.01846429591808498
quante specie di leopardi delle nevi esistono,0.077027935503628,0.008416868370527993,0.04937190658240334,0.007015726622773862,0.05097350691553083,0.007987874748651386,0.03575002567881846,0.006992526813594373
quanti esemplari sono rimasti di fantasma del...,0.10385640592275677,0.021113034848139773,0.13381542952880426,0.014936543557037637,0.2748760842150128,,0.15682150858204244,0.017297201308746065
quanti sono gli esemplari di leopardo delle nevi,0.05343306896570278,0.013039434493537954,0.08579222047053352,0.01644453976119326,0.057799012806897324,0.012854109293617336,0.10513978977663753,0.015343744730850473
quanti sono gli esemplari rimasti di fantasma ...,0.06946895261610225,0.011338264733698136,0.08250953444234976,0.010807898568608398,0.1298330666680986,0.013674595134340061,0.11997211885043989,0.014624510332399828
sinonimi del tornado,0.1026308900347693,0.004606275673272627,0.12375965911811604,0.008712625609871112,0.11144075835731257,0.008595048346721224,0.10208969849146778,0.008827450311101928
tigre bianca,0.04128896261835716,0.011871853989658732,0.06059386153406009,0.014284943320729162,0.11064164142254064,0.019547148395477373,0.08051978037873377,0.015005817982990388
velocitÃ  massima del tornado,0.02735156565238195,0.012953886420530563,0.05652895010948816,0.01526612947940397,0.010518546160870107,0.014179390052916097,0.014310432866641175,0.015836825850918092
velocitÃ  massima di un tornado,0.044662233812876956,0.012213317632589878,0.020128314114932194,0.017237146620238994,0.1549373980545366,0.01968543107238889,0.036838137534508056,0.014310324350235028
3 animali in estinzione,0.13878537091946863,0.010988119115330876,0.12636471284820824,0.011280839475751743,0.10807386557195618,0.012137491942056476,0.12281219067117999,0.012903150335904626
classificazione del leopardo delle nevi,0.0858330491045411,0.009906640212895319,0.07002327563933539,0.011626226261406835,0.06458346946899621,0.010976949744330278,0.09124524821852689,0.011497002306235063
classificazione leopardo delle nevi,0.06197638629445438,0.011713417930171863,0.0736565367307589,0.011742975711810615,0.06480494923507392,0.012096314989234866,0.08716504305588271,0.011944085996140176
come aiutarele specie in estinzione,0.050429421958506866,0.010935670588643302,0.038036344491146484,0.012378666425175114,0.05313057887615861,0.011027908269298545,0.040667656249433755,0.010060348194787015
come possiamo aiutare le specie in estinzione,0.11219039855629563,0.0025473917384280457,0.07801694908770207,0.0046269607814905436,0.10235517907144541,0.003403227710299039,0.13115174326380075,0.004381171562342899
come si chiama Monica,0.11907580613358523,,0.019480513127321884,,0.15491893355846043,,0.10240019083017972,
come si formano i vulcani?,0.05298994362511889,,0.06730396104126106,,0.035984954180635555,,0.05621749084780072,
come si trovano i vulcani?,0.07048887389420795,,0.04477608322935991,,0.08686004657838568,,0.058879443130263415,
come viene classificato il leopardo delle nevi?,0.0758549128308037,0.013394250550678164,0.11648052398857454,0.01046798703810437,0.09039176921349447,0.011325412402853266,0.12244163635971717,0.013458230359332177
cosa possiamo fare per aiutare le specie in es...,0.18085081134346453,0.006625434003371079,0.16333666103172984,0.007237004681504528,0.11778599815739592,0.0075064515717642635,0.15845451525286575,0.006026911025086485
sviluppo di un tornado e i suoi effetti,0.024662332803390096,0.005832235543394666,0.039265148241909485,0.007541908139501997,0.06212448581947246,0.007899539611248679,0.04463118950958004,0.007124897474297812
tipo di eruzione piÃ¹ dannoso,0.03036986029430011,0.007183496537066098,0.05248541166213415,0.007617486767722742,0.03961687284991889,0.007471137166896534,0.08884143619959774,0.0086441169272722
tornado,,,,,,,,
tornado mostro nero,0.03259377323922017,0.006936081832667732,0.06330820813178946,0.011470800872453196,0.06273173450421256,0.011041911443661111,0.08627375817771249,0.011856708803478617
tornado veloce,0.22154612213491773,,0.18543272639056319,,0.2047455368597245,,0.22814526564640933,
tornado velocita,0.06632597107229177,0.011581885542431482,0.10122659439054774,0.01012210549718054,0.11044000578366737,0.014502247738317974,0.09865879655040467,0.014547780740298808
tornado velocita mostro nero,0.07064443795617457,0.006434253722107464,0.003309443878174981,0.006947046934757951,0.08101242719518899,0.007371001458334233,0.06280719887993201,0.014457562893328424
velocita tornado,0.15351016352765148,0.01172150518120597,0.12074145537100148,0.00823168553922633,0.1142329857637624,0.013189413279096212,0.0693177096162081,0.014373500359431586
vulcani tipologia di eruzioni danni,0.055736396359917215,0.014303558467733029,0.08883678909602273,0.013610748932277249,0.09781021908385407,0.014545663557842321,0.12029892609687803,0.013209900575368022
vulcano attivo antico,0.07082122216901335,0.007708256789551055,0.05705102974291187,0.005353421747322866,0.05312524971920792,0.006176373250950183,0.05337201680875294,0.003732111379282689
vulcano piÃ¹ antico attivo,0.05847962058590404,0.005630165430131121,0.07025820846625008,0.008786984836013317,0.05713802699707944,0.008549945238914242,0.06263932836905246,0.00808162482619741
